
==================================================
🚀 TRAINING GRPO CON GIUDICE QWEN-0.5B (Security Domain)
==================================================
🔄 Avvio training GRPO...
{'loss': -0.0702, 'grad_norm': 0.65625, 'learning_rate': 9.959999999999999e-07, 'num_tokens': 10307.0, 'completions/mean_length': 87.775, 'completions/min_length': 64.6, 'completions/max_length': 127.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 87.775, 'completions/min_terminated_length': 64.6, 'completions/max_terminated_length': 127.4, 'rewards/lazy_penalty_reward/mean': 0.0, 'rewards/lazy_penalty_reward/std': 0.0, 'rewards/strict_format_and_content_reward/mean': 1.6, 'rewards/strict_format_and_content_reward/std': 0.887174105644226, 'rewards/semantic_consistency_reward/mean': 0.03999999761581421, 'rewards/semantic_consistency_reward/std': 0.08944271802902222, 'rewards/conditional_perplexity_reward/mean': 0.2033346951007843, 'rewards/conditional_perplexity_reward/std': 0.07305933460593224, 'reward': 1.843334674835205, 'reward_std': 0.9274021066725254, 'frac_reward_zero_std': 0.0, 'entropy': 1.5574040800333022, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 29.92460222002119, 'epoch': 0.01}
{'loss': -0.0358, 'grad_norm': 0.79296875, 'learning_rate': 4.66e-07, 'num_tokens': 1127965.0, 'completions/mean_length': 94.95, 'completions/min_length': 58.6, 'completions/max_length': 146.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 94.95, 'completions/min_terminated_length': 58.6, 'completions/max_terminated_length': 146.4, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.7071068286895752, 'rewards/strict_format_and_content_reward/mean': 1.55, 'rewards/strict_format_and_content_reward/std': 1.082810354232788, 'rewards/semantic_consistency_reward/mean': 0.19000000059604644, 'rewards/semantic_consistency_reward/std': 0.4061081886291504, 'rewards/conditional_perplexity_reward/mean': 0.19339774847030639, 'rewards/conditional_perplexity_reward/std': 0.06842046827077866, 'reward': 1.6833977460861207, 'reward_std': 1.9769862383604049, 'frac_reward_zero_std': 0.0, 'entropy': 1.5864080429077148, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 31.365435719955713, 'epoch': 1.07}
{'loss': -0.0648, 'grad_norm': 0.8125, 'learning_rate': 4.61e-07, 'num_tokens': 1138072.0, 'completions/mean_length': 90.375, 'completions/min_length': 51.2, 'completions/max_length': 150.0, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 87.44642944335938, 'completions/min_terminated_length': 51.2, 'completions/max_terminated_length': 131.2, 'rewards/lazy_penalty_reward/mean': -0.5, 'rewards/lazy_penalty_reward/std': 1.1700168609619142, 'rewards/strict_format_and_content_reward/mean': 1.175, 'rewards/strict_format_and_content_reward/std': 1.79196355342865, 'rewards/semantic_consistency_reward/mean': 0.059999996423721315, 'rewards/semantic_consistency_reward/std': 0.13352367877960206, 'rewards/conditional_perplexity_reward/mean': 0.2520510911941528, 'rewards/conditional_perplexity_reward/std': 0.09121152386069298, 'reward': 0.9870510458946228, 'reward_std': 2.906164288520813, 'frac_reward_zero_std': 0.0, 'entropy': 1.414273838698864, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 32.72394199986011, 'epoch': 1.08}
{'loss': -0.0642, 'grad_norm': 0.61328125, 'learning_rate': 4.56e-07, 'num_tokens': 1149057.0, 'completions/mean_length': 99.725, 'completions/min_length': 61.4, 'completions/max_length': 143.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 99.725, 'completions/min_terminated_length': 61.4, 'completions/max_terminated_length': 143.4, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.7, 'rewards/strict_format_and_content_reward/std': 0.6585463047027588, 'rewards/semantic_consistency_reward/mean': 0.03999999910593033, 'rewards/semantic_consistency_reward/std': 0.275850248336792, 'rewards/conditional_perplexity_reward/mean': 0.23024293780326843, 'rewards/conditional_perplexity_reward/std': 0.07810516953468323, 'reward': 1.8452429294586181, 'reward_std': 1.0772327654063703, 'frac_reward_zero_std': 0.0, 'entropy': 1.4367975085973739, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 32.73452779999934, 'epoch': 1.09}
{'loss': 0.0003, 'grad_norm': 0.84765625, 'learning_rate': 4.51e-07, 'num_tokens': 1159560.0, 'completions/mean_length': 92.875, 'completions/min_length': 58.0, 'completions/max_length': 147.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 92.875, 'completions/min_terminated_length': 58.0, 'completions/max_terminated_length': 147.0, 'rewards/lazy_penalty_reward/mean': -0.375, 'rewards/lazy_penalty_reward/std': 1.0606602430343628, 'rewards/strict_format_and_content_reward/mean': 1.7, 'rewards/strict_format_and_content_reward/std': 0.8485280990600585, 'rewards/semantic_consistency_reward/mean': 0.0649999961256981, 'rewards/semantic_consistency_reward/std': 0.2675172209739685, 'rewards/conditional_perplexity_reward/mean': 0.25172664821147916, 'rewards/conditional_perplexity_reward/std': 0.08627997487783431, 'reward': 1.6417267084121705, 'reward_std': 2.038477990031242, 'frac_reward_zero_std': 0.0, 'entropy': 1.427628444135189, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 32.051042900048195, 'epoch': 1.1}
{'loss': -0.107, 'grad_norm': 0.67578125, 'learning_rate': 4.46e-07, 'num_tokens': 1169812.0, 'completions/mean_length': 91.2, 'completions/min_length': 47.8, 'completions/max_length': 141.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 91.2, 'completions/min_terminated_length': 47.8, 'completions/max_terminated_length': 141.6, 'rewards/lazy_penalty_reward/mean': -0.5, 'rewards/lazy_penalty_reward/std': 1.1700168609619142, 'rewards/strict_format_and_content_reward/mean': 1.5, 'rewards/strict_format_and_content_reward/std': 0.7406069278717041, 'rewards/semantic_consistency_reward/mean': 0.06499999910593032, 'rewards/semantic_consistency_reward/std': 0.20543147325515748, 'rewards/conditional_perplexity_reward/mean': 0.22347911596298217, 'rewards/conditional_perplexity_reward/std': 0.08948168978095054, 'reward': 1.2884791374206543, 'reward_std': 1.973553204536438, 'frac_reward_zero_std': 0.0, 'entropy': 1.475804403424263, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 30.929479939863086, 'epoch': 1.11}
{'loss': -0.0285, 'grad_norm': 0.6875, 'learning_rate': 4.41e-07, 'num_tokens': 1180407.0, 'completions/mean_length': 95.975, 'completions/min_length': 61.2, 'completions/max_length': 141.6, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 93.42142944335937, 'completions/min_terminated_length': 61.2, 'completions/max_terminated_length': 134.4, 'rewards/lazy_penalty_reward/mean': -0.375, 'rewards/lazy_penalty_reward/std': 1.0606602430343628, 'rewards/strict_format_and_content_reward/mean': 1.475, 'rewards/strict_format_and_content_reward/std': 1.2949423789978027, 'rewards/semantic_consistency_reward/mean': 0.09999999254941941, 'rewards/semantic_consistency_reward/std': 0.2577083885669708, 'rewards/conditional_perplexity_reward/mean': 0.22454648315906525, 'rewards/conditional_perplexity_reward/std': 0.061972253024578094, 'reward': 1.4245465278625489, 'reward_std': 2.5562703609466553, 'frac_reward_zero_std': 0.0, 'entropy': 1.6134829252958298, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 31.993658740026877, 'epoch': 1.12}
{'loss': 0.0127, 'grad_norm': 0.73828125, 'learning_rate': 4.36e-07, 'num_tokens': 1191008.0, 'completions/mean_length': 96.025, 'completions/min_length': 63.6, 'completions/max_length': 140.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 96.025, 'completions/min_terminated_length': 63.6, 'completions/max_terminated_length': 140.8, 'rewards/lazy_penalty_reward/mean': -0.5, 'rewards/lazy_penalty_reward/std': 1.1700168609619142, 'rewards/strict_format_and_content_reward/mean': 1.325, 'rewards/strict_format_and_content_reward/std': 1.3392428398132323, 'rewards/semantic_consistency_reward/mean': 0.16499999463558196, 'rewards/semantic_consistency_reward/std': 0.11204120814800263, 'rewards/conditional_perplexity_reward/mean': 0.21006470024585724, 'rewards/conditional_perplexity_reward/std': 0.05798049941658974, 'reward': 1.2000647068023682, 'reward_std': 2.5687224745750425, 'frac_reward_zero_std': 0.0, 'entropy': 1.5656377628445626, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 30.991368900053203, 'epoch': 1.13}
{'loss': 0.0273, 'grad_norm': 0.72265625, 'learning_rate': 4.31e-07, 'num_tokens': 1201664.0, 'completions/mean_length': 98.0, 'completions/min_length': 59.4, 'completions/max_length': 167.0, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 95.27857208251953, 'completions/min_terminated_length': 59.4, 'completions/max_terminated_length': 149.8, 'rewards/lazy_penalty_reward/mean': -0.375, 'rewards/lazy_penalty_reward/std': 0.8164634466171264, 'rewards/strict_format_and_content_reward/mean': 1.325, 'rewards/strict_format_and_content_reward/std': 1.105167293548584, 'rewards/semantic_consistency_reward/mean': 0.11999999582767487, 'rewards/semantic_consistency_reward/std': 0.17792810797691344, 'rewards/conditional_perplexity_reward/mean': 0.22022326290607452, 'rewards/conditional_perplexity_reward/std': 0.07396971508860588, 'reward': 1.2902232468128205, 'reward_std': 1.9978528067469596, 'frac_reward_zero_std': 0.0, 'entropy': 1.5591441094875336, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 36.03340647998266, 'epoch': 1.14}
{'loss': -0.1432, 'grad_norm': 0.671875, 'learning_rate': 4.26e-07, 'num_tokens': 1211756.0, 'completions/mean_length': 89.5, 'completions/min_length': 60.2, 'completions/max_length': 144.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 89.5, 'completions/min_terminated_length': 60.2, 'completions/max_terminated_length': 144.2, 'rewards/lazy_penalty_reward/mean': 0.0, 'rewards/lazy_penalty_reward/std': 0.0, 'rewards/strict_format_and_content_reward/mean': 1.625, 'rewards/strict_format_and_content_reward/std': 0.5882755517959595, 'rewards/semantic_consistency_reward/mean': 0.1899999976158142, 'rewards/semantic_consistency_reward/std': 0.215751314163208, 'rewards/conditional_perplexity_reward/mean': 0.219281929731369, 'rewards/conditional_perplexity_reward/std': 0.07536227107048035, 'reward': 2.0342819690704346, 'reward_std': 0.8302022308111191, 'frac_reward_zero_std': 0.0, 'entropy': 1.4853485703468323, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 31.444173139939085, 'epoch': 1.15}
{'loss': -0.0815, 'grad_norm': 0.61328125, 'learning_rate': 4.2099999999999997e-07, 'num_tokens': 1222071.0, 'completions/mean_length': 92.675, 'completions/min_length': 61.0, 'completions/max_length': 135.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 92.675, 'completions/min_terminated_length': 61.0, 'completions/max_terminated_length': 135.4, 'rewards/lazy_penalty_reward/mean': 0.0, 'rewards/lazy_penalty_reward/std': 0.0, 'rewards/strict_format_and_content_reward/mean': 1.85, 'rewards/strict_format_and_content_reward/std': 0.4242640495300293, 'rewards/semantic_consistency_reward/mean': 0.14000000357627868, 'rewards/semantic_consistency_reward/std': 0.23738726377487182, 'rewards/conditional_perplexity_reward/mean': 0.21741823852062225, 'rewards/conditional_perplexity_reward/std': 0.07012744843959809, 'reward': 2.2074182748794557, 'reward_std': 0.6229419134557247, 'frac_reward_zero_std': 0.0, 'entropy': 1.5123698845505715, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 30.426213020272552, 'epoch': 1.16}
{'loss': 0.003, 'grad_norm': 0.828125, 'learning_rate': 4.1599999999999997e-07, 'num_tokens': 1232790.0, 'completions/mean_length': 92.275, 'completions/min_length': 61.4, 'completions/max_length': 136.6, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 89.55357208251954, 'completions/min_terminated_length': 61.4, 'completions/max_terminated_length': 120.4, 'rewards/lazy_penalty_reward/mean': -0.375, 'rewards/lazy_penalty_reward/std': 0.8164634466171264, 'rewards/strict_format_and_content_reward/mean': 1.25, 'rewards/strict_format_and_content_reward/std': 1.433313512802124, 'rewards/semantic_consistency_reward/mean': 0.07999999970197677, 'rewards/semantic_consistency_reward/std': 0.3066928744316101, 'rewards/conditional_perplexity_reward/mean': 0.24191162884235382, 'rewards/conditional_perplexity_reward/std': 0.06003663316369057, 'reward': 1.196911585330963, 'reward_std': 2.3792782716453074, 'frac_reward_zero_std': 0.0, 'entropy': 1.415881197154522, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 30.974839719990268, 'epoch': 1.17}
{'loss': -0.0062, 'grad_norm': 0.83203125, 'learning_rate': 4.1099999999999996e-07, 'num_tokens': 1243403.0, 'completions/mean_length': 91.625, 'completions/min_length': 52.6, 'completions/max_length': 158.4, 'completions/clipped_ratio': 0.05, 'completions/mean_terminated_length': 86.04643096923829, 'completions/min_terminated_length': 52.6, 'completions/max_terminated_length': 129.4, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.7071068286895752, 'rewards/strict_format_and_content_reward/mean': 1.175, 'rewards/strict_format_and_content_reward/std': 1.8224673748016358, 'rewards/semantic_consistency_reward/mean': -0.020000000298023225, 'rewards/semantic_consistency_reward/std': 0.08141604661941529, 'rewards/conditional_perplexity_reward/mean': 0.18095887303352357, 'rewards/conditional_perplexity_reward/std': 0.08026770353317261, 'reward': 1.0859588623046874, 'reward_std': 2.44371497631073, 'frac_reward_zero_std': 0.0, 'entropy': 1.6396325767040252, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 33.33473713994026, 'epoch': 1.18}
{'loss': -0.0097, 'grad_norm': 0.83203125, 'learning_rate': 4.06e-07, 'num_tokens': 1253869.0, 'completions/mean_length': 89.85, 'completions/min_length': 61.2, 'completions/max_length': 125.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 89.85, 'completions/min_terminated_length': 61.2, 'completions/max_terminated_length': 125.2, 'rewards/lazy_penalty_reward/mean': -0.375, 'rewards/lazy_penalty_reward/std': 0.8164634466171264, 'rewards/strict_format_and_content_reward/mean': 1.275, 'rewards/strict_format_and_content_reward/std': 1.171593189239502, 'rewards/semantic_consistency_reward/mean': 0.1249999925494194, 'rewards/semantic_consistency_reward/std': 0.41367268562316895, 'rewards/conditional_perplexity_reward/mean': 0.2479102611541748, 'rewards/conditional_perplexity_reward/std': 0.08398471400141716, 'reward': 1.2729102849960328, 'reward_std': 2.2820873260498047, 'frac_reward_zero_std': 0.0, 'entropy': 1.4769285321235657, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 28.268438839958982, 'epoch': 1.19}
{'loss': 0.0182, 'grad_norm': 0.84765625, 'learning_rate': 4.01e-07, 'num_tokens': 1264796.0, 'completions/mean_length': 100.175, 'completions/min_length': 59.8, 'completions/max_length': 169.6, 'completions/clipped_ratio': 0.05, 'completions/mean_terminated_length': 94.61785888671875, 'completions/min_terminated_length': 59.8, 'completions/max_terminated_length': 141.0, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.55, 'rewards/strict_format_and_content_reward/std': 1.1262741327285766, 'rewards/semantic_consistency_reward/mean': 0.059999996423721315, 'rewards/semantic_consistency_reward/std': 0.2177281141281128, 'rewards/conditional_perplexity_reward/mean': 0.23185718059539795, 'rewards/conditional_perplexity_reward/std': 0.060088907927274705, 'reward': 1.7168571710586549, 'reward_std': 1.6145857751369477, 'frac_reward_zero_std': 0.0, 'entropy': 1.5522013425827026, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 37.618099520122634, 'epoch': 1.2}
{'eval_loss': -0.031610485166311264, 'eval_runtime': 1352.4449, 'eval_samples_per_second': 0.074, 'eval_steps_per_second': 0.01, 'eval_num_tokens': 1264796.0, 'eval_completions/mean_length': 94.1125, 'eval_completions/min_length': 57.2, 'eval_completions/max_length': 148.74, 'eval_completions/clipped_ratio': 0.015, 'eval_completions/mean_terminated_length': 92.54464324951172, 'eval_completions/min_terminated_length': 57.2, 'eval_completions/max_terminated_length': 141.5, 'eval_rewards/lazy_penalty_reward/mean': -0.25, 'eval_rewards/lazy_penalty_reward/std': 0.6826871490478515, 'eval_rewards/strict_format_and_content_reward/mean': 1.525, 'eval_rewards/strict_format_and_content_reward/std': 1.0766591358184814, 'eval_rewards/semantic_consistency_reward/mean': 0.10199999868869782, 'eval_rewards/semantic_consistency_reward/std': 0.21322817862033844, 'eval_rewards/conditional_perplexity_reward/mean': 0.22673193424940108, 'eval_rewards/conditional_perplexity_reward/std': 0.06866523437201977, 'eval_reward': 1.6037319266796113, 'eval_reward_std': 1.875839311890304, 'eval_frac_reward_zero_std': 0.0, 'eval_entropy': 1.5583709478378296, 'eval_clip_ratio/low_mean': 0.0, 'eval_clip_ratio/low_min': 0.0, 'eval_clip_ratio/high_mean': 0.0, 'eval_clip_ratio/high_max': 0.0, 'eval_clip_ratio/region_mean': 0.0, 'epoch': 1.2}
{'loss': -0.0584, 'grad_norm': 0.81640625, 'learning_rate': 3.96e-07, 'num_tokens': 1274858.0, 'completions/mean_length': 88.85, 'completions/min_length': 51.8, 'completions/max_length': 139.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 88.85, 'completions/min_terminated_length': 51.8, 'completions/max_terminated_length': 139.4, 'rewards/lazy_penalty_reward/mean': -0.5, 'rewards/lazy_penalty_reward/std': 1.1700168609619142, 'rewards/strict_format_and_content_reward/mean': 1.25, 'rewards/strict_format_and_content_reward/std': 1.4203535556793212, 'rewards/semantic_consistency_reward/mean': 0.02499999850988388, 'rewards/semantic_consistency_reward/std': 0.19148199558258056, 'rewards/conditional_perplexity_reward/mean': 0.1977125108242035, 'rewards/conditional_perplexity_reward/std': 0.056727542728185656, 'reward': 0.9727125048637391, 'reward_std': 2.6766580678522587, 'frac_reward_zero_std': 0.0, 'entropy': 1.5391423940658568, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 30.81852455982007, 'epoch': 1.21}
{'loss': -0.0455, 'grad_norm': 0.7109375, 'learning_rate': 3.91e-07, 'num_tokens': 1285433.0, 'completions/mean_length': 99.075, 'completions/min_length': 60.6, 'completions/max_length': 161.0, 'completions/clipped_ratio': 0.05, 'completions/mean_terminated_length': 93.55833435058594, 'completions/min_terminated_length': 60.6, 'completions/max_terminated_length': 144.2, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.7071068286895752, 'rewards/strict_format_and_content_reward/mean': 1.475, 'rewards/strict_format_and_content_reward/std': 1.1484243631362916, 'rewards/semantic_consistency_reward/mean': 0.06999999880790711, 'rewards/semantic_consistency_reward/std': 0.07483314871788024, 'rewards/conditional_perplexity_reward/mean': 0.20825717747211456, 'rewards/conditional_perplexity_reward/std': 0.06417114213109017, 'reward': 1.503257143497467, 'reward_std': 1.8777909405529498, 'frac_reward_zero_std': 0.0, 'entropy': 1.5780638128519058, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 35.709805980278176, 'epoch': 1.22}
{'loss': -0.0245, 'grad_norm': 0.82421875, 'learning_rate': 3.86e-07, 'num_tokens': 1296800.0, 'completions/mean_length': 101.175, 'completions/min_length': 64.4, 'completions/max_length': 159.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 101.175, 'completions/min_terminated_length': 64.4, 'completions/max_terminated_length': 159.6, 'rewards/lazy_penalty_reward/mean': -0.5, 'rewards/lazy_penalty_reward/std': 1.1700168609619142, 'rewards/strict_format_and_content_reward/mean': 1.4, 'rewards/strict_format_and_content_reward/std': 1.1812078475952148, 'rewards/semantic_consistency_reward/mean': 0.08499999791383743, 'rewards/semantic_consistency_reward/std': 0.3747024655342102, 'rewards/conditional_perplexity_reward/mean': 0.24965209662914276, 'rewards/conditional_perplexity_reward/std': 0.05888785570859909, 'reward': 1.2346521019935608, 'reward_std': 2.4878882586956026, 'frac_reward_zero_std': 0.0, 'entropy': 1.571667941659689, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 34.11905461996794, 'epoch': 1.23}
{'loss': -0.0476, 'grad_norm': 0.59375, 'learning_rate': 3.81e-07, 'num_tokens': 1307482.0, 'completions/mean_length': 102.35, 'completions/min_length': 70.0, 'completions/max_length': 149.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 102.35, 'completions/min_terminated_length': 70.0, 'completions/max_terminated_length': 149.8, 'rewards/lazy_penalty_reward/mean': 0.0, 'rewards/lazy_penalty_reward/std': 0.0, 'rewards/strict_format_and_content_reward/mean': 2.0, 'rewards/strict_format_and_content_reward/std': 0.0, 'rewards/semantic_consistency_reward/mean': 0.04999999403953552, 'rewards/semantic_consistency_reward/std': 0.25964216589927674, 'rewards/conditional_perplexity_reward/mean': 0.21582023799419403, 'rewards/conditional_perplexity_reward/std': 0.07826110497117042, 'reward': 2.265820264816284, 'reward_std': 0.297990183532238, 'frac_reward_zero_std': 0.0, 'entropy': 1.6485296934843063, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 33.524089499935506, 'epoch': 1.24}
{'loss': -0.0288, 'grad_norm': 0.75, 'learning_rate': 3.76e-07, 'num_tokens': 1318678.0, 'completions/mean_length': 99.7, 'completions/min_length': 67.6, 'completions/max_length': 153.0, 'completions/clipped_ratio': 0.05, 'completions/mean_terminated_length': 94.91666717529297, 'completions/min_terminated_length': 67.6, 'completions/max_terminated_length': 142.4, 'rewards/lazy_penalty_reward/mean': 0.0, 'rewards/lazy_penalty_reward/std': 0.0, 'rewards/strict_format_and_content_reward/mean': 1.85, 'rewards/strict_format_and_content_reward/std': 0.2777460336685181, 'rewards/semantic_consistency_reward/mean': 0.0, 'rewards/semantic_consistency_reward/std': 0.15874096751213074, 'rewards/conditional_perplexity_reward/mean': 0.1870573043823242, 'rewards/conditional_perplexity_reward/std': 0.05384606271982193, 'reward': 2.037057375907898, 'reward_std': 0.4523182548582554, 'frac_reward_zero_std': 0.0, 'entropy': 1.6347495019435883, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 33.1862280999776, 'epoch': 1.25}
{'loss': -0.113, 'grad_norm': 0.65625, 'learning_rate': 3.71e-07, 'num_tokens': 1329185.0, 'completions/mean_length': 90.375, 'completions/min_length': 54.4, 'completions/max_length': 151.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 90.375, 'completions/min_terminated_length': 54.4, 'completions/max_terminated_length': 151.0, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.7071068286895752, 'rewards/strict_format_and_content_reward/mean': 1.55, 'rewards/strict_format_and_content_reward/std': 1.156785774230957, 'rewards/semantic_consistency_reward/mean': 0.1199999988079071, 'rewards/semantic_consistency_reward/std': 0.23835030794143677, 'rewards/conditional_perplexity_reward/mean': 0.23646660447120665, 'rewards/conditional_perplexity_reward/std': 0.07977747619152069, 'reward': 1.6564666271209716, 'reward_std': 1.9481096029281617, 'frac_reward_zero_std': 0.0, 'entropy': 1.4584192991256715, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 34.144577799970286, 'epoch': 1.26}
{'loss': -0.123, 'grad_norm': 0.7421875, 'learning_rate': 3.6599999999999997e-07, 'num_tokens': 1339813.0, 'completions/mean_length': 94.0, 'completions/min_length': 60.8, 'completions/max_length': 139.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 94.0, 'completions/min_terminated_length': 60.8, 'completions/max_terminated_length': 139.4, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.85, 'rewards/strict_format_and_content_reward/std': 0.4242640495300293, 'rewards/semantic_consistency_reward/mean': 0.11999999284744263, 'rewards/semantic_consistency_reward/std': 0.23367730379104615, 'rewards/conditional_perplexity_reward/mean': 0.22997858822345735, 'rewards/conditional_perplexity_reward/std': 0.07414091229438782, 'reward': 2.0749785900115967, 'reward_std': 1.061442319303751, 'frac_reward_zero_std': 0.0, 'entropy': 1.4315153911709786, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 30.49039831990376, 'epoch': 1.27}
