📥 Caricamento modello: Qwen/Qwen2.5-3B-Instruct...
🚀 Lancio Training Qwen 3B - Mode: Ground Truth Comparison
Dataset: ../dataset_qwen_safe_only_v2
🚀 Lancio Training Qwen 3B - Mode: Ground Truth Comparison
{'loss': -0.0171, 'grad_norm': 0.984375, 'learning_rate': 1.9771428571428574e-05, 'num_tokens': 22208.0, 'completions/mean_length': 49.6, 'completions/min_length': 38.0, 'completions/max_length': 60.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 49.6, 'completions/min_terminated_length': 38.0, 'completions/max_terminated_length': 60.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.3936800569295883, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.28717870712280275, 'rewards/reward_technical_quality_fn/mean': 1.725, 'rewards/reward_technical_quality_fn/std': 0.4738378882408142, 'reward': 3.118680000305176, 'reward_std': 0.46634358167648315, 'frac_reward_zero_std': 0.1, 'entropy': 0.4711373895406723, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 22.451892479951493, 'epoch': 0.01}
{'loss': 0.0216, 'grad_norm': 0.8046875, 'learning_rate': 6.057142857142858e-06, 'num_tokens': 1122146.0, 'completions/mean_length': 113.05, 'completions/min_length': 70.6, 'completions/max_length': 165.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 113.05, 'completions/min_terminated_length': 70.6, 'completions/max_terminated_length': 165.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.47693285942077634, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.5104277014732361, 'rewards/reward_technical_quality_fn/mean': 1.9, 'rewards/reward_technical_quality_fn/std': 0.2828427076339722, 'reward': 3.3769328117370607, 'reward_std': 0.7419883251190186, 'frac_reward_zero_std': 0.0, 'entropy': 0.8796067297458648, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 42.750064900051804, 'epoch': 0.25}
{'loss': -0.049, 'grad_norm': 0.90625, 'learning_rate': 5.771428571428572e-06, 'num_tokens': 1146719.0, 'completions/mean_length': 111.825, 'completions/min_length': 72.6, 'completions/max_length': 158.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 111.825, 'completions/min_terminated_length': 72.6, 'completions/max_terminated_length': 158.2, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.4552824556827545, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.40689314901828766, 'rewards/reward_technical_quality_fn/mean': 1.875, 'rewards/reward_technical_quality_fn/std': 0.28157720565795896, 'reward': 3.3302824974060057, 'reward_std': 0.6359772920608521, 'frac_reward_zero_std': 0.1, 'entropy': 0.896608205139637, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 41.25274595998926, 'epoch': 0.25}
{'loss': -0.0644, 'grad_norm': 0.6875, 'learning_rate': 5.485714285714287e-06, 'num_tokens': 1171740.0, 'completions/mean_length': 113.525, 'completions/min_length': 83.4, 'completions/max_length': 155.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 113.525, 'completions/min_terminated_length': 83.4, 'completions/max_terminated_length': 155.8, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.8143803477287292, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.5199189484119415, 'rewards/reward_technical_quality_fn/mean': 2.0, 'rewards/reward_technical_quality_fn/std': 0.0, 'reward': 3.8143803596496584, 'reward_std': 0.5199189603328704, 'frac_reward_zero_std': 0.0, 'entropy': 0.8994776234030724, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 41.01436841998948, 'epoch': 0.26}
{'loss': -0.0093, 'grad_norm': 0.84375, 'learning_rate': 5.2e-06, 'num_tokens': 1196452.0, 'completions/mean_length': 114.1, 'completions/min_length': 73.0, 'completions/max_length': 170.6, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 111.60357208251953, 'completions/min_terminated_length': 73.0, 'completions/max_terminated_length': 158.4, 'rewards/reward_xml_format_fn/mean': 0.9, 'rewards/reward_xml_format_fn/std': 0.2828427076339722, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.22218794226646424, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.7601629555225372, 'rewards/reward_technical_quality_fn/mean': 1.8, 'rewards/reward_technical_quality_fn/std': 0.5656854152679444, 'reward': 2.922187852859497, 'reward_std': 1.5878075897693633, 'frac_reward_zero_std': 0.0, 'entropy': 0.8917370155453682, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 43.890860139962754, 'epoch': 0.27}
{'loss': 0.0202, 'grad_norm': 0.7890625, 'learning_rate': 4.9142857142857145e-06, 'num_tokens': 1221057.0, 'completions/mean_length': 105.625, 'completions/min_length': 73.2, 'completions/max_length': 159.0, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 103.18928680419921, 'completions/min_terminated_length': 73.2, 'completions/max_terminated_length': 146.4, 'rewards/reward_xml_format_fn/mean': 0.9, 'rewards/reward_xml_format_fn/std': 0.2828427076339722, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.5121871352195739, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.6848953336477279, 'rewards/reward_technical_quality_fn/mean': 1.775, 'rewards/reward_technical_quality_fn/std': 0.5644199132919312, 'reward': 3.187187147140503, 'reward_std': 1.512701717019081, 'frac_reward_zero_std': 0.0, 'entropy': 0.8378357276320457, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 41.43586209997302, 'epoch': 0.27}
{'loss': 0.0662, 'grad_norm': 0.78125, 'learning_rate': 4.628571428571429e-06, 'num_tokens': 1245639.0, 'completions/mean_length': 108.95, 'completions/min_length': 73.0, 'completions/max_length': 161.0, 'completions/clipped_ratio': 0.05, 'completions/mean_terminated_length': 104.43928833007813, 'completions/min_terminated_length': 73.0, 'completions/max_terminated_length': 135.2, 'rewards/reward_xml_format_fn/mean': 0.8, 'rewards/reward_xml_format_fn/std': 0.5656854152679444, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.29464899003505707, 'rewards/reward_similarity_to_ground_truth_fn/std': 1.0670611679553985, 'rewards/reward_technical_quality_fn/mean': 1.775, 'rewards/reward_technical_quality_fn/std': 0.5644199132919312, 'reward': 2.8696490049362184, 'reward_std': 2.183581179380417, 'frac_reward_zero_std': 0.0, 'entropy': 0.8875855818390846, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 41.80438060000306, 'epoch': 0.28}
{'loss': -0.0215, 'grad_norm': 0.640625, 'learning_rate': 4.342857142857143e-06, 'num_tokens': 1270661.0, 'completions/mean_length': 113.75, 'completions/min_length': 82.8, 'completions/max_length': 158.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 113.75, 'completions/min_terminated_length': 82.8, 'completions/max_terminated_length': 158.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.4018627002835274, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.4510348916053772, 'rewards/reward_technical_quality_fn/mean': 2.0, 'rewards/reward_technical_quality_fn/std': 0.0, 'reward': 3.4018626689910887, 'reward_std': 0.4510349094867706, 'frac_reward_zero_std': 0.0, 'entropy': 0.8838713556528092, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 41.154677400016226, 'epoch': 0.28}
{'loss': -0.0236, 'grad_norm': 0.9609375, 'learning_rate': 4.057142857142858e-06, 'num_tokens': 1295584.0, 'completions/mean_length': 108.775, 'completions/min_length': 71.2, 'completions/max_length': 161.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 108.775, 'completions/min_terminated_length': 71.2, 'completions/max_terminated_length': 161.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.6558150291442871, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.39858693480491636, 'rewards/reward_technical_quality_fn/mean': 1.775, 'rewards/reward_technical_quality_fn/std': 0.5644199132919312, 'reward': 3.4308149814605713, 'reward_std': 0.8105932652950287, 'frac_reward_zero_std': 0.0, 'entropy': 0.8334011822938919, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 42.5856704199803, 'epoch': 0.29}
{'loss': -0.0086, 'grad_norm': 0.5078125, 'learning_rate': 3.771428571428572e-06, 'num_tokens': 1320562.0, 'completions/mean_length': 121.65, 'completions/min_length': 87.6, 'completions/max_length': 160.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 121.65, 'completions/min_terminated_length': 87.6, 'completions/max_terminated_length': 160.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.5350660622119904, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.4440739929676056, 'rewards/reward_technical_quality_fn/mean': 1.875, 'rewards/reward_technical_quality_fn/std': 0.28157720565795896, 'reward': 3.410066032409668, 'reward_std': 0.541754087805748, 'frac_reward_zero_std': 0.1, 'entropy': 0.8653698638081551, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 41.142854640004224, 'epoch': 0.29}
{'loss': -0.0504, 'grad_norm': 0.71875, 'learning_rate': 3.4857142857142863e-06, 'num_tokens': 1345455.0, 'completions/mean_length': 113.925, 'completions/min_length': 74.6, 'completions/max_length': 161.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 113.925, 'completions/min_terminated_length': 74.6, 'completions/max_terminated_length': 161.6, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.5434256285429001, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.3301907807588577, 'rewards/reward_technical_quality_fn/mean': 1.85, 'rewards/reward_technical_quality_fn/std': 0.42426406145095824, 'reward': 3.3934256076812743, 'reward_std': 0.5944982767105103, 'frac_reward_zero_std': 0.1, 'entropy': 0.9046450227499008, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 42.713305340067016, 'epoch': 0.3}
{'loss': -0.0945, 'grad_norm': 0.8203125, 'learning_rate': 3.2000000000000003e-06, 'num_tokens': 1369855.0, 'completions/mean_length': 106.4, 'completions/min_length': 79.2, 'completions/max_length': 154.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 106.4, 'completions/min_terminated_length': 79.2, 'completions/max_terminated_length': 154.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.7042174518108368, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.5058813512325286, 'rewards/reward_technical_quality_fn/mean': 1.95, 'rewards/reward_technical_quality_fn/std': 0.1414213538169861, 'reward': 3.654217338562012, 'reward_std': 0.5375479757785797, 'frac_reward_zero_std': 0.0, 'entropy': 0.8833017483353615, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 40.13341651998926, 'epoch': 0.3}
{'loss': -0.0243, 'grad_norm': 0.9375, 'learning_rate': 2.9142857142857146e-06, 'num_tokens': 1394824.0, 'completions/mean_length': 122.125, 'completions/min_length': 86.0, 'completions/max_length': 182.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 122.125, 'completions/min_terminated_length': 86.0, 'completions/max_terminated_length': 182.8, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.8016952514648438, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.5514220595359802, 'rewards/reward_technical_quality_fn/mean': 1.8, 'rewards/reward_technical_quality_fn/std': 0.5656854152679444, 'reward': 3.601695251464844, 'reward_std': 0.8327437043190002, 'frac_reward_zero_std': 0.0, 'entropy': 0.8939518868923187, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 45.47544070000295, 'epoch': 0.31}
{'loss': 0.0317, 'grad_norm': 0.765625, 'learning_rate': 2.6285714285714286e-06, 'num_tokens': 1419875.0, 'completions/mean_length': 120.475, 'completions/min_length': 78.0, 'completions/max_length': 167.6, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 118.66428680419922, 'completions/min_terminated_length': 78.0, 'completions/max_terminated_length': 159.4, 'rewards/reward_xml_format_fn/mean': 0.9, 'rewards/reward_xml_format_fn/std': 0.2828427076339722, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.5124356210231781, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.7947266697883606, 'rewards/reward_technical_quality_fn/mean': 1.8, 'rewards/reward_technical_quality_fn/std': 0.5656854152679444, 'reward': 3.212435555458069, 'reward_std': 1.522555899620056, 'frac_reward_zero_std': 0.0, 'entropy': 0.9394250586628914, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 42.93502374005038, 'epoch': 0.31}
{'loss': -0.0752, 'grad_norm': 0.83984375, 'learning_rate': 2.342857142857143e-06, 'num_tokens': 1444503.0, 'completions/mean_length': 111.4, 'completions/min_length': 79.6, 'completions/max_length': 161.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 111.4, 'completions/min_terminated_length': 79.6, 'completions/max_terminated_length': 161.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.3871335327625275, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.3116951435804367, 'rewards/reward_technical_quality_fn/mean': 2.0, 'rewards/reward_technical_quality_fn/std': 0.0, 'reward': 3.3871334552764893, 'reward_std': 0.31169513761997225, 'frac_reward_zero_std': 0.1, 'entropy': 0.8856784775853157, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 41.7781683600042, 'epoch': 0.32}
{'loss': 0.0081, 'grad_norm': 0.75, 'learning_rate': 2.0571428571428573e-06, 'num_tokens': 1469501.0, 'completions/mean_length': 117.35, 'completions/min_length': 76.8, 'completions/max_length': 171.4, 'completions/clipped_ratio': 0.05, 'completions/mean_terminated_length': 113.47143096923828, 'completions/min_terminated_length': 76.8, 'completions/max_terminated_length': 160.6, 'rewards/reward_xml_format_fn/mean': 0.8, 'rewards/reward_xml_format_fn/std': 0.5656854152679444, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.14555555880069732, 'rewards/reward_similarity_to_ground_truth_fn/std': 1.0432649791240691, 'rewards/reward_technical_quality_fn/mean': 1.6, 'rewards/reward_technical_quality_fn/std': 1.1313708305358887, 'reward': 2.545555591583252, 'reward_std': 2.606686216592789, 'frac_reward_zero_std': 0.0, 'entropy': 0.9075502179563045, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 43.6890627599787, 'epoch': 0.32}
{'loss': -0.0886, 'grad_norm': 0.734375, 'learning_rate': 1.7714285714285714e-06, 'num_tokens': 1493854.0, 'completions/mean_length': 112.525, 'completions/min_length': 76.8, 'completions/max_length': 157.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 112.525, 'completions/min_terminated_length': 76.8, 'completions/max_terminated_length': 157.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.604748523235321, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.43580036163330077, 'rewards/reward_technical_quality_fn/mean': 1.875, 'rewards/reward_technical_quality_fn/std': 0.3535533845424652, 'reward': 3.479748582839966, 'reward_std': 0.5967066407203674, 'frac_reward_zero_std': 0.0, 'entropy': 0.9121681027114391, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 40.67313842003932, 'epoch': 0.33}
{'loss': -0.0255, 'grad_norm': 0.7578125, 'learning_rate': 1.4857142857142858e-06, 'num_tokens': 1518401.0, 'completions/mean_length': 109.475, 'completions/min_length': 66.4, 'completions/max_length': 166.0, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 106.92857208251954, 'completions/min_terminated_length': 66.4, 'completions/max_terminated_length': 151.0, 'rewards/reward_xml_format_fn/mean': 0.9, 'rewards/reward_xml_format_fn/std': 0.2828427076339722, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.47638028860092163, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.7629843473434448, 'rewards/reward_technical_quality_fn/mean': 1.675, 'rewards/reward_technical_quality_fn/std': 0.8472626209259033, 'reward': 3.051380252838135, 'reward_std': 1.7149503707885743, 'frac_reward_zero_std': 0.0, 'entropy': 0.8430594377219677, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 42.871169880009255, 'epoch': 0.33}
{'loss': 0.0272, 'grad_norm': 0.8203125, 'learning_rate': 1.2000000000000002e-06, 'num_tokens': 1543014.0, 'completions/mean_length': 112.725, 'completions/min_length': 72.4, 'completions/max_length': 161.2, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 110.48928680419922, 'completions/min_terminated_length': 72.4, 'completions/max_terminated_length': 148.6, 'rewards/reward_xml_format_fn/mean': 0.9, 'rewards/reward_xml_format_fn/std': 0.2828427076339722, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.5113533139228821, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.6655628442764282, 'rewards/reward_technical_quality_fn/mean': 1.775, 'rewards/reward_technical_quality_fn/std': 0.6363960921764373, 'reward': 3.186353349685669, 'reward_std': 1.5382047653198243, 'frac_reward_zero_std': 0.1, 'entropy': 0.8536853149533272, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 41.66073154002661, 'epoch': 0.34}
{'loss': 0.0553, 'grad_norm': 0.57421875, 'learning_rate': 9.142857142857144e-07, 'num_tokens': 1568138.0, 'completions/mean_length': 117.5, 'completions/min_length': 78.6, 'completions/max_length': 173.0, 'completions/clipped_ratio': 0.075, 'completions/mean_terminated_length': 110.63928833007813, 'completions/min_terminated_length': 78.6, 'completions/max_terminated_length': 136.0, 'rewards/reward_xml_format_fn/mean': 0.7, 'rewards/reward_xml_format_fn/std': 0.8485281229019165, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.09335179030895233, 'rewards/reward_similarity_to_ground_truth_fn/std': 1.2683363616466523, 'rewards/reward_technical_quality_fn/mean': 1.7, 'rewards/reward_technical_quality_fn/std': 0.8485281229019165, 'reward': 2.4933518409729003, 'reward_std': 2.950187548995018, 'frac_reward_zero_std': 0.2, 'entropy': 0.8335261479020118, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 44.0393906599842, 'epoch': 0.34}
{'loss': -0.0096, 'grad_norm': 0.7890625, 'learning_rate': 6.285714285714287e-07, 'num_tokens': 1593479.0, 'completions/mean_length': 121.425, 'completions/min_length': 74.4, 'completions/max_length': 180.0, 'completions/clipped_ratio': 0.05, 'completions/mean_terminated_length': 117.28214416503906, 'completions/min_terminated_length': 74.4, 'completions/max_terminated_length': 159.4, 'rewards/reward_xml_format_fn/mean': 0.8, 'rewards/reward_xml_format_fn/std': 0.5656854152679444, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.3702571868896484, 'rewards/reward_similarity_to_ground_truth_fn/std': 1.1511398792266845, 'rewards/reward_technical_quality_fn/mean': 1.325, 'rewards/reward_technical_quality_fn/std': 1.2583374619483947, 'reward': 2.4952572345733643, 'reward_std': 2.653484845161438, 'frac_reward_zero_std': 0.0, 'entropy': 0.8474929101765156, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 45.76912620003568, 'epoch': 0.35}
{'loss': 0.0234, 'grad_norm': 0.87890625, 'learning_rate': 3.428571428571429e-07, 'num_tokens': 1618608.0, 'completions/mean_length': 119.125, 'completions/min_length': 79.0, 'completions/max_length': 172.0, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 117.03214416503906, 'completions/min_terminated_length': 79.0, 'completions/max_terminated_length': 164.8, 'rewards/reward_xml_format_fn/mean': 0.9, 'rewards/reward_xml_format_fn/std': 0.2828427076339722, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.5220428109169006, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.6256913363933563, 'rewards/reward_technical_quality_fn/mean': 1.675, 'rewards/reward_technical_quality_fn/std': 0.8472626209259033, 'reward': 3.097042751312256, 'reward_std': 1.6421409606933595, 'frac_reward_zero_std': 0.1, 'entropy': 0.8590846315026284, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 44.24560242001898, 'epoch': 0.35}
{'loss': 0.0058, 'grad_norm': 0.80859375, 'learning_rate': 5.714285714285715e-08, 'num_tokens': 1643600.0, 'completions/mean_length': 118.7, 'completions/min_length': 83.8, 'completions/max_length': 154.4, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 117.12142944335938, 'completions/min_terminated_length': 83.8, 'completions/max_terminated_length': 149.0, 'rewards/reward_xml_format_fn/mean': 0.9, 'rewards/reward_xml_format_fn/std': 0.2828427076339722, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.7132045984268188, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.7512871384620666, 'rewards/reward_technical_quality_fn/mean': 1.8, 'rewards/reward_technical_quality_fn/std': 0.3703280448913574, 'reward': 3.4132045030593874, 'reward_std': 1.324777740240097, 'frac_reward_zero_std': 0.0, 'entropy': 0.9021034881472587, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 40.61775153998751, 'epoch': 0.36}
{'train_runtime': 11335.0425, 'train_samples_per_second': 0.247, 'train_steps_per_second': 0.031, 'train_loss': -0.02210830503276416, 'epoch': 0.36}
