
==================================================
🚀 AVVIO GRPO V2 (Senza Early Stopping, 2 Epoche)
==================================================
{'loss': -0.0402, 'grad_norm': 0.91796875, 'learning_rate': 9.9e-07, 'num_tokens': 10293.0, 'completions/mean_length': 84.725, 'completions/min_length': 53.8, 'completions/max_length': 115.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 84.725, 'completions/min_terminated_length': 53.8, 'completions/max_terminated_length': 115.4, 'rewards/lazy_penalty_reward/mean': -0.5, 'rewards/lazy_penalty_reward/std': 1.4142136573791504, 'rewards/strict_format_and_content_reward/mean': 1.4, 'rewards/strict_format_and_content_reward/std': 1.2898300409317016, 'rewards/semantic_consistency_reward/mean': -0.020000000298023225, 'rewards/semantic_consistency_reward/std': 0.08141604661941529, 'rewards/conditional_perplexity_reward/mean': 0.12691810131072997, 'rewards/conditional_perplexity_reward/std': 0.03351182602345944, 'reward': 1.0069180727005005, 'reward_std': 2.4930596590042113, 'frac_reward_zero_std': 0.0, 'entropy': 1.5017568737268447, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 40.26380831992719, 'epoch': 0.03}
{'loss': -0.1081, 'grad_norm': 0.76953125, 'learning_rate': 5.274999999999999e-07, 'num_tokens': 399786.0, 'completions/mean_length': 83.2, 'completions/min_length': 54.6, 'completions/max_length': 123.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 83.2, 'completions/min_terminated_length': 54.6, 'completions/max_terminated_length': 123.0, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.625, 'rewards/strict_format_and_content_reward/std': 0.8706783294677735, 'rewards/semantic_consistency_reward/mean': 0.17499999552965165, 'rewards/semantic_consistency_reward/std': 0.3910536468029022, 'rewards/conditional_perplexity_reward/mean': 0.12524920403957368, 'rewards/conditional_perplexity_reward/std': 0.04529213458299637, 'reward': 1.80024915933609, 'reward_std': 1.4692528940737248, 'frac_reward_zero_std': 0.0, 'entropy': 1.4203167960047722, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 43.109331859904344, 'epoch': 0.95}
{'loss': -0.0149, 'grad_norm': 0.66015625, 'learning_rate': 5.149999999999999e-07, 'num_tokens': 410039.0, 'completions/mean_length': 92.625, 'completions/min_length': 69.6, 'completions/max_length': 128.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 92.625, 'completions/min_terminated_length': 69.6, 'completions/max_terminated_length': 128.8, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.85, 'rewards/strict_format_and_content_reward/std': 0.4242640495300293, 'rewards/semantic_consistency_reward/mean': 0.2099999964237213, 'rewards/semantic_consistency_reward/std': 0.27976264953613283, 'rewards/conditional_perplexity_reward/mean': 0.12580273151397706, 'rewards/conditional_perplexity_reward/std': 0.031002239882946016, 'reward': 2.0608027935028077, 'reward_std': 1.0225242149084806, 'frac_reward_zero_std': 0.0, 'entropy': 1.5368449121713639, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 44.99690232002176, 'epoch': 0.97}
{'loss': -0.0247, 'grad_norm': 0.65625, 'learning_rate': 5.025e-07, 'num_tokens': 420379.0, 'completions/mean_length': 93.3, 'completions/min_length': 61.8, 'completions/max_length': 130.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 93.3, 'completions/min_terminated_length': 61.8, 'completions/max_terminated_length': 130.6, 'rewards/lazy_penalty_reward/mean': -0.5, 'rewards/lazy_penalty_reward/std': 1.1700168609619142, 'rewards/strict_format_and_content_reward/mean': 1.4, 'rewards/strict_format_and_content_reward/std': 1.360556387901306, 'rewards/semantic_consistency_reward/mean': 0.0799999937415123, 'rewards/semantic_consistency_reward/std': 0.28904426097869873, 'rewards/conditional_perplexity_reward/mean': 0.13541842699050904, 'rewards/conditional_perplexity_reward/std': 0.033372316509485245, 'reward': 1.1154184281826018, 'reward_std': 2.59693643450737, 'frac_reward_zero_std': 0.0, 'entropy': 1.5049587711691856, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 46.13784221999813, 'epoch': 1.0}
{'eval_loss': -0.034840553998947144, 'eval_runtime': 940.4069, 'eval_samples_per_second': 0.053, 'eval_steps_per_second': 0.007, 'eval_num_tokens': 420379.0, 'eval_completions/mean_length': 90.19, 'eval_completions/min_length': 58.6, 'eval_completions/max_length': 131.96, 'eval_completions/clipped_ratio': 0.005, 'eval_completions/mean_terminated_length': 89.70285736083984, 'eval_completions/min_terminated_length': 58.6, 'eval_completions/max_terminated_length': 129.48, 'eval_rewards/lazy_penalty_reward/mean': -0.15, 'eval_rewards/lazy_penalty_reward/std': 0.37542473793029785, 'eval_rewards/strict_format_and_content_reward/mean': 1.66, 'eval_rewards/strict_format_and_content_reward/std': 0.7291503858566284, 'eval_rewards/semantic_consistency_reward/mean': 0.11799999445676804, 'eval_rewards/semantic_consistency_reward/std': 0.1928589826822281, 'eval_rewards/conditional_perplexity_reward/mean': 0.12752542436122893, 'eval_rewards/conditional_perplexity_reward/std': 0.041632590293884275, 'eval_reward': 1.7555254220962524, 'eval_reward_std': 1.2435688805580138, 'eval_frac_reward_zero_std': 0.0, 'eval_entropy': 1.546567678451538, 'eval_clip_ratio/low_mean': 0.0, 'eval_clip_ratio/low_min': 0.0, 'eval_clip_ratio/high_mean': 0.0, 'eval_clip_ratio/high_max': 0.0, 'eval_clip_ratio/region_mean': 0.0, 'epoch': 1.0}
{'loss': 0.0182, 'grad_norm': 0.66015625, 'learning_rate': 4.9e-07, 'num_tokens': 430756.0, 'completions/mean_length': 92.325, 'completions/min_length': 61.2, 'completions/max_length': 135.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 92.325, 'completions/min_terminated_length': 61.2, 'completions/max_terminated_length': 135.8, 'rewards/lazy_penalty_reward/mean': -0.375, 'rewards/lazy_penalty_reward/std': 1.0606602430343628, 'rewards/strict_format_and_content_reward/mean': 1.5, 'rewards/strict_format_and_content_reward/std': 1.2761460781097411, 'rewards/semantic_consistency_reward/mean': 0.07499999552965164, 'rewards/semantic_consistency_reward/std': 0.2670193612575531, 'rewards/conditional_perplexity_reward/mean': 0.1305043876171112, 'rewards/conditional_perplexity_reward/std': 0.04272377900779247, 'reward': 1.3305043816566466, 'reward_std': 2.4246681053191423, 'frac_reward_zero_std': 0.0, 'entropy': 1.6087049931287765, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 47.57800226008985, 'epoch': 1.02}
{'loss': 0.0015, 'grad_norm': 0.6953125, 'learning_rate': 4.775e-07, 'num_tokens': 441195.0, 'completions/mean_length': 98.675, 'completions/min_length': 61.0, 'completions/max_length': 164.4, 'completions/clipped_ratio': 0.05, 'completions/mean_terminated_length': 93.46785888671874, 'completions/min_terminated_length': 61.0, 'completions/max_terminated_length': 140.8, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.7, 'rewards/strict_format_and_content_reward/std': 0.8485280990600585, 'rewards/semantic_consistency_reward/mean': 0.1099999949336052, 'rewards/semantic_consistency_reward/std': 0.29989616870880126, 'rewards/conditional_perplexity_reward/mean': 0.14510460793972016, 'rewards/conditional_perplexity_reward/std': 0.04535256363451481, 'reward': 1.8301046371459961, 'reward_std': 1.4315336152911187, 'frac_reward_zero_std': 0.0, 'entropy': 1.46268719881773, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 55.813052859995516, 'epoch': 1.05}
{'loss': -0.0202, 'grad_norm': 0.69140625, 'learning_rate': 4.65e-07, 'num_tokens': 451261.0, 'completions/mean_length': 85.35, 'completions/min_length': 56.6, 'completions/max_length': 135.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 85.35, 'completions/min_terminated_length': 56.6, 'completions/max_terminated_length': 135.6, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.7071068286895752, 'rewards/strict_format_and_content_reward/mean': 1.725, 'rewards/strict_format_and_content_reward/std': 0.515293025970459, 'rewards/semantic_consistency_reward/mean': -0.010000000894069671, 'rewards/semantic_consistency_reward/std': 0.17275528907775878, 'rewards/conditional_perplexity_reward/mean': 0.1266724079847336, 'rewards/conditional_perplexity_reward/std': 0.03638836890459061, 'reward': 1.5916723251342773, 'reward_std': 1.34094158411026, 'frac_reward_zero_std': 0.0, 'entropy': 1.488747736811638, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 48.062996859988196, 'epoch': 1.07}
{'loss': -0.0327, 'grad_norm': 0.61328125, 'learning_rate': 4.525e-07, 'num_tokens': 461366.0, 'completions/mean_length': 86.325, 'completions/min_length': 62.0, 'completions/max_length': 121.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 86.325, 'completions/min_terminated_length': 62.0, 'completions/max_terminated_length': 121.6, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.525, 'rewards/strict_format_and_content_reward/std': 1.0070030212402343, 'rewards/semantic_consistency_reward/mean': 0.06999999582767487, 'rewards/semantic_consistency_reward/std': 0.22656391859054564, 'rewards/conditional_perplexity_reward/mean': 0.13198910504579545, 'rewards/conditional_perplexity_reward/std': 0.02961978241801262, 'reward': 1.6019890546798705, 'reward_std': 1.432382583618164, 'frac_reward_zero_std': 0.0, 'entropy': 1.5615823775529862, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 41.738512619957326, 'epoch': 1.1}
{'loss': -0.1344, 'grad_norm': 0.71875, 'learning_rate': 4.3999999999999997e-07, 'num_tokens': 471519.0, 'completions/mean_length': 91.525, 'completions/min_length': 59.0, 'completions/max_length': 128.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 91.525, 'completions/min_terminated_length': 59.0, 'completions/max_terminated_length': 128.8, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.65, 'rewards/strict_format_and_content_reward/std': 0.6969134211540222, 'rewards/semantic_consistency_reward/mean': 0.21499999165534972, 'rewards/semantic_consistency_reward/std': 0.28111997842788694, 'rewards/conditional_perplexity_reward/mean': 0.1366559848189354, 'rewards/conditional_perplexity_reward/std': 0.039757556095719335, 'reward': 1.8766559600830077, 'reward_std': 1.0742105759680272, 'frac_reward_zero_std': 0.0, 'entropy': 1.3495000660419465, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 48.11813643998467, 'epoch': 1.12}
{'eval_loss': -0.046183373779058456, 'eval_runtime': 1055.5988, 'eval_samples_per_second': 0.047, 'eval_steps_per_second': 0.007, 'eval_num_tokens': 471519.0, 'eval_completions/mean_length': 94.255, 'eval_completions/min_length': 54.84, 'eval_completions/max_length': 147.96, 'eval_completions/clipped_ratio': 0.02, 'eval_completions/mean_terminated_length': 92.18857177734375, 'eval_completions/min_terminated_length': 54.84, 'eval_completions/max_terminated_length': 138.68, 'eval_rewards/lazy_penalty_reward/mean': -0.1, 'eval_rewards/lazy_penalty_reward/std': 0.28284273147583006, 'eval_rewards/strict_format_and_content_reward/mean': 1.75, 'eval_rewards/strict_format_and_content_reward/std': 0.6778031468391419, 'eval_rewards/semantic_consistency_reward/mean': 0.08899999737739563, 'eval_rewards/semantic_consistency_reward/std': 0.2228088879585266, 'eval_rewards/conditional_perplexity_reward/mean': 0.12942736387252807, 'eval_rewards/conditional_perplexity_reward/std': 0.04107767313718796, 'eval_reward': 1.8684273838996888, 'eval_reward_std': 1.1218870992213488, 'eval_frac_reward_zero_std': 0.0, 'eval_entropy': 1.5553874444961548, 'eval_clip_ratio/low_mean': 0.0, 'eval_clip_ratio/low_min': 0.0, 'eval_clip_ratio/high_mean': 0.0, 'eval_clip_ratio/high_max': 0.0, 'eval_clip_ratio/region_mean': 0.0, 'epoch': 1.12}
{'loss': -0.064, 'grad_norm': 0.7265625, 'learning_rate': 4.275e-07, 'num_tokens': 482110.0, 'completions/mean_length': 98.275, 'completions/min_length': 62.0, 'completions/max_length': 152.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 98.275, 'completions/min_terminated_length': 62.0, 'completions/max_terminated_length': 152.4, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.7, 'rewards/strict_format_and_content_reward/std': 0.8485280990600585, 'rewards/semantic_consistency_reward/mean': 0.30999998152256014, 'rewards/semantic_consistency_reward/std': 0.5458877325057984, 'rewards/conditional_perplexity_reward/mean': 0.13562333434820176, 'rewards/conditional_perplexity_reward/std': 0.043691877648234366, 'reward': 2.0206233739852903, 'reward_std': 1.4810933589935302, 'frac_reward_zero_std': 0.0, 'entropy': 1.5756267249584197, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 52.481009179912505, 'epoch': 1.15}
{'loss': 0.0739, 'grad_norm': 0.79296875, 'learning_rate': 4.1499999999999994e-07, 'num_tokens': 493090.0, 'completions/mean_length': 98.1, 'completions/min_length': 55.0, 'completions/max_length': 165.2, 'completions/clipped_ratio': 0.05, 'completions/mean_terminated_length': 92.58214416503907, 'completions/min_terminated_length': 55.0, 'completions/max_terminated_length': 142.2, 'rewards/lazy_penalty_reward/mean': -0.5, 'rewards/lazy_penalty_reward/std': 1.1700168609619142, 'rewards/strict_format_and_content_reward/mean': 0.95, 'rewards/strict_format_and_content_reward/std': 1.8283392429351806, 'rewards/semantic_consistency_reward/mean': 0.08499999493360519, 'rewards/semantic_consistency_reward/std': 0.21223762035369872, 'rewards/conditional_perplexity_reward/mean': 0.15593239963054656, 'rewards/conditional_perplexity_reward/std': 0.056982673704624176, 'reward': 0.6909324407577515, 'reward_std': 2.950906443595886, 'frac_reward_zero_std': 0.0, 'entropy': 1.586231817305088, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 57.44309904004913, 'epoch': 1.18}
{'loss': -0.0714, 'grad_norm': 0.6015625, 'learning_rate': 4.025e-07, 'num_tokens': 503646.0, 'completions/mean_length': 92.3, 'completions/min_length': 65.2, 'completions/max_length': 130.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 92.3, 'completions/min_terminated_length': 65.2, 'completions/max_terminated_length': 130.0, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.7071068286895752, 'rewards/strict_format_and_content_reward/mean': 1.45, 'rewards/strict_format_and_content_reward/std': 1.2275856375694274, 'rewards/semantic_consistency_reward/mean': 1.4901161193847657e-09, 'rewards/semantic_consistency_reward/std': 0.2581961274147034, 'rewards/conditional_perplexity_reward/mean': 0.13599775731563568, 'rewards/conditional_perplexity_reward/std': 0.04680518172681332, 'reward': 1.335997748374939, 'reward_std': 1.9647052526473998, 'frac_reward_zero_std': 0.0, 'entropy': 1.5675463274121284, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 45.92693360000849, 'epoch': 1.2}
{'loss': -0.0606, 'grad_norm': 0.7421875, 'learning_rate': 3.8999999999999997e-07, 'num_tokens': 514100.0, 'completions/mean_length': 94.85, 'completions/min_length': 52.2, 'completions/max_length': 148.4, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 92.09642944335937, 'completions/min_terminated_length': 52.2, 'completions/max_terminated_length': 134.6, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.7071068286895752, 'rewards/strict_format_and_content_reward/mean': 1.5, 'rewards/strict_format_and_content_reward/std': 1.0763636112213135, 'rewards/semantic_consistency_reward/mean': 0.059999997913837436, 'rewards/semantic_consistency_reward/std': 0.1995076298713684, 'rewards/conditional_perplexity_reward/mean': 0.13544924259185792, 'rewards/conditional_perplexity_reward/std': 0.04658701792359352, 'reward': 1.4454492270946502, 'reward_std': 1.9108283065259457, 'frac_reward_zero_std': 0.0, 'entropy': 1.5736462473869324, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 52.51619926013518, 'epoch': 1.23}
{'loss': 0.007, 'grad_norm': 0.67578125, 'learning_rate': 3.775e-07, 'num_tokens': 524648.0, 'completions/mean_length': 100.1, 'completions/min_length': 59.6, 'completions/max_length': 168.6, 'completions/clipped_ratio': 0.05, 'completions/mean_terminated_length': 94.93928680419921, 'completions/min_terminated_length': 59.6, 'completions/max_terminated_length': 148.6, 'rewards/lazy_penalty_reward/mean': 0.0, 'rewards/lazy_penalty_reward/std': 0.0, 'rewards/strict_format_and_content_reward/mean': 1.65, 'rewards/strict_format_and_content_reward/std': 0.8434314370155335, 'rewards/semantic_consistency_reward/mean': -0.04000000059604645, 'rewards/semantic_consistency_reward/std': 0.11109840869903564, 'rewards/conditional_perplexity_reward/mean': 0.12067925631999969, 'rewards/conditional_perplexity_reward/std': 0.04128168523311615, 'reward': 1.7306792259216308, 'reward_std': 0.9030160158872604, 'frac_reward_zero_std': 0.0, 'entropy': 1.5594402447342872, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 55.81579887985718, 'epoch': 1.25}
{'eval_loss': -0.05563023313879967, 'eval_runtime': 1039.5288, 'eval_samples_per_second': 0.048, 'eval_steps_per_second': 0.007, 'eval_num_tokens': 524648.0, 'eval_completions/mean_length': 95.265, 'eval_completions/min_length': 57.04, 'eval_completions/max_length': 144.72, 'eval_completions/clipped_ratio': 0.005, 'eval_completions/mean_terminated_length': 94.71357147216797, 'eval_completions/min_terminated_length': 57.04, 'eval_completions/max_terminated_length': 141.88, 'eval_rewards/lazy_penalty_reward/mean': -0.2, 'eval_rewards/lazy_penalty_reward/std': 0.5168461036682129, 'eval_rewards/strict_format_and_content_reward/mean': 1.68, 'eval_rewards/strict_format_and_content_reward/std': 0.7976500940322876, 'eval_rewards/semantic_consistency_reward/mean': 0.0729999965429306, 'eval_rewards/semantic_consistency_reward/std': 0.21518373489379883, 'eval_rewards/conditional_perplexity_reward/mean': 0.1372170051932335, 'eval_rewards/conditional_perplexity_reward/std': 0.045586105659604075, 'eval_reward': 1.6902170205116271, 'eval_reward_std': 1.484019164070487, 'eval_frac_reward_zero_std': 0.0, 'eval_entropy': 1.4992455005645753, 'eval_clip_ratio/low_mean': 0.0, 'eval_clip_ratio/low_min': 0.0, 'eval_clip_ratio/high_mean': 0.0, 'eval_clip_ratio/high_max': 0.0, 'eval_clip_ratio/region_mean': 0.0, 'epoch': 1.25}
{'loss': -0.0947, 'grad_norm': 0.796875, 'learning_rate': 3.65e-07, 'num_tokens': 535005.0, 'completions/mean_length': 91.925, 'completions/min_length': 65.2, 'completions/max_length': 127.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 91.925, 'completions/min_terminated_length': 65.2, 'completions/max_terminated_length': 127.0, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.7071068286895752, 'rewards/strict_format_and_content_reward/mean': 1.7, 'rewards/strict_format_and_content_reward/std': 0.8485280990600585, 'rewards/semantic_consistency_reward/mean': 0.1899999976158142, 'rewards/semantic_consistency_reward/std': 0.22505218386650086, 'rewards/conditional_perplexity_reward/mean': 0.1302424415946007, 'rewards/conditional_perplexity_reward/std': 0.03858273178339004, 'reward': 1.770242488384247, 'reward_std': 1.7645167984068393, 'frac_reward_zero_std': 0.0, 'entropy': 1.5525143682956695, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 45.00597955998965, 'epoch': 1.27}
{'loss': -0.0636, 'grad_norm': 0.56640625, 'learning_rate': 3.5249999999999996e-07, 'num_tokens': 545513.0, 'completions/mean_length': 93.7, 'completions/min_length': 61.4, 'completions/max_length': 139.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 93.7, 'completions/min_terminated_length': 61.4, 'completions/max_terminated_length': 139.4, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.775, 'rewards/strict_format_and_content_reward/std': 0.636396074295044, 'rewards/semantic_consistency_reward/mean': 0.12499999403953552, 'rewards/semantic_consistency_reward/std': 0.49570284485816957, 'rewards/conditional_perplexity_reward/mean': 0.12830428183078765, 'rewards/conditional_perplexity_reward/std': 0.041426822543144226, 'reward': 1.903304350376129, 'reward_std': 1.3549110770225525, 'frac_reward_zero_std': 0.0, 'entropy': 1.489504873752594, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 50.911264539975676, 'epoch': 1.3}
{'loss': -0.0188, 'grad_norm': 0.59765625, 'learning_rate': 3.4000000000000003e-07, 'num_tokens': 556301.0, 'completions/mean_length': 87.4, 'completions/min_length': 53.8, 'completions/max_length': 125.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 87.4, 'completions/min_terminated_length': 53.8, 'completions/max_terminated_length': 125.6, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.7, 'rewards/strict_format_and_content_reward/std': 0.8485280990600585, 'rewards/semantic_consistency_reward/mean': 0.04499999731779099, 'rewards/semantic_consistency_reward/std': 0.2860427498817444, 'rewards/conditional_perplexity_reward/mean': 0.14065589457750322, 'rewards/conditional_perplexity_reward/std': 0.046280060335993765, 'reward': 1.7606558799743652, 'reward_std': 1.3902780815958977, 'frac_reward_zero_std': 0.0, 'entropy': 1.3676990136504172, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 43.068469200027174, 'epoch': 1.32}
{'loss': 0.0159, 'grad_norm': 0.7734375, 'learning_rate': 3.275e-07, 'num_tokens': 566826.0, 'completions/mean_length': 96.825, 'completions/min_length': 63.8, 'completions/max_length': 161.8, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 93.90357208251953, 'completions/min_terminated_length': 63.8, 'completions/max_terminated_length': 144.4, 'rewards/lazy_penalty_reward/mean': -0.375, 'rewards/lazy_penalty_reward/std': 1.0606602430343628, 'rewards/strict_format_and_content_reward/mean': 1.475, 'rewards/strict_format_and_content_reward/std': 1.4849241733551026, 'rewards/semantic_consistency_reward/mean': 0.1949999913573265, 'rewards/semantic_consistency_reward/std': 0.5201051831245422, 'rewards/conditional_perplexity_reward/mean': 0.14369775652885436, 'rewards/conditional_perplexity_reward/std': 0.05544601306319237, 'reward': 1.4386977672576904, 'reward_std': 2.768042814731598, 'frac_reward_zero_std': 0.0, 'entropy': 1.4835698157548904, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 57.93612022001762, 'epoch': 1.35}
{'loss': -0.0059, 'grad_norm': 0.640625, 'learning_rate': 3.15e-07, 'num_tokens': 577296.0, 'completions/mean_length': 94.95, 'completions/min_length': 62.8, 'completions/max_length': 146.2, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 92.23928680419922, 'completions/min_terminated_length': 62.8, 'completions/max_terminated_length': 131.8, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.7, 'rewards/strict_format_and_content_reward/std': 0.7020100831985474, 'rewards/semantic_consistency_reward/mean': 0.2599999874830246, 'rewards/semantic_consistency_reward/std': 0.37051641941070557, 'rewards/conditional_perplexity_reward/mean': 0.1262431263923645, 'rewards/conditional_perplexity_reward/std': 0.04233136624097824, 'reward': 1.9612431168556212, 'reward_std': 1.178158301115036, 'frac_reward_zero_std': 0.0, 'entropy': 1.610727024078369, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 48.89311144005042, 'epoch': 1.38}
{'eval_loss': -0.009844831191003323, 'eval_runtime': 1037.9058, 'eval_samples_per_second': 0.048, 'eval_steps_per_second': 0.007, 'eval_num_tokens': 577296.0, 'eval_completions/mean_length': 94.5, 'eval_completions/min_length': 57.76, 'eval_completions/max_length': 147.2, 'eval_completions/clipped_ratio': 0.02, 'eval_completions/mean_terminated_length': 92.42357208251953, 'eval_completions/min_terminated_length': 57.76, 'eval_completions/max_terminated_length': 139.52, 'eval_rewards/lazy_penalty_reward/mean': -0.25, 'eval_rewards/lazy_penalty_reward/std': 0.6094281101226806, 'eval_rewards/strict_format_and_content_reward/mean': 1.545, 'eval_rewards/strict_format_and_content_reward/std': 1.0998294806480409, 'eval_rewards/semantic_consistency_reward/mean': 0.10699999541044235, 'eval_rewards/semantic_consistency_reward/std': 0.1934177154302597, 'eval_rewards/conditional_perplexity_reward/mean': 0.12632031887769699, 'eval_rewards/conditional_perplexity_reward/std': 0.03916064776480198, 'eval_reward': 1.5283202993869782, 'eval_reward_std': 1.8279106711596251, 'eval_frac_reward_zero_std': 0.0, 'eval_entropy': 1.6157007312774658, 'eval_clip_ratio/low_mean': 0.0, 'eval_clip_ratio/low_min': 0.0, 'eval_clip_ratio/high_mean': 0.0, 'eval_clip_ratio/high_max': 0.0, 'eval_clip_ratio/region_mean': 0.0, 'epoch': 1.38}

==================================================
