📥 Caricamento modello: Qwen/Qwen2.5-3B-Instruct...
🚀 Lancio Training Qwen 3B - Mode: Ground Truth + Quality Checks
{'loss': 0.0364, 'grad_norm': 1.453125, 'learning_rate': 1.9771428571428574e-05, 'num_tokens': 18632.0, 'completions/mean_length': 35.2, 'completions/min_length': 29.4, 'completions/max_length': 44.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 35.2, 'completions/min_terminated_length': 29.4, 'completions/max_terminated_length': 44.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.7569353476166725, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.5958042502403259, 'rewards/reward_technical_quality_fn/mean': 2.4, 'rewards/reward_technical_quality_fn/std': 0.45534553527832033, 'reward': 4.156935358047486, 'reward_std': 0.7964263498783112, 'frac_reward_zero_std': 0.1, 'entropy': 0.522354993969202, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 18.117769380146637, 'epoch': 0.01}
{'loss': 0.0135, 'grad_norm': 1.7109375, 'learning_rate': 6.057142857142858e-06, 'num_tokens': 909779.0, 'completions/mean_length': 30.725, 'completions/min_length': 26.4, 'completions/max_length': 36.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.725, 'completions/min_terminated_length': 26.4, 'completions/max_terminated_length': 36.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.618781852722168, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.7476483464241028, 'rewards/reward_technical_quality_fn/mean': 2.85, 'rewards/reward_technical_quality_fn/std': 0.2777460336685181, 'reward': 4.468781852722168, 'reward_std': 0.8640553593635559, 'frac_reward_zero_std': 0.0, 'entropy': 0.5731806039810181, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.743880340107715, 'epoch': 0.25}
{'loss': -0.0084, 'grad_norm': 1.46875, 'learning_rate': 5.771428571428572e-06, 'num_tokens': 928013.0, 'completions/mean_length': 28.35, 'completions/min_length': 23.8, 'completions/max_length': 31.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 28.35, 'completions/min_terminated_length': 23.8, 'completions/max_terminated_length': 31.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.6854483634233475, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.582711809873581, 'rewards/reward_technical_quality_fn/mean': 2.6, 'rewards/reward_technical_quality_fn/std': 0.4662890374660492, 'reward': 4.285448265075684, 'reward_std': 0.7832424521446228, 'frac_reward_zero_std': 0.1, 'entropy': 0.48210362941026685, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 15.481410280056298, 'epoch': 0.25}
{'loss': -0.0352, 'grad_norm': 1.859375, 'learning_rate': 5.485714285714287e-06, 'num_tokens': 946726.0, 'completions/mean_length': 30.825, 'completions/min_length': 24.2, 'completions/max_length': 37.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.825, 'completions/min_terminated_length': 24.2, 'completions/max_terminated_length': 37.6, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 1.1460317611694335, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.32638454139232637, 'rewards/reward_technical_quality_fn/mean': 2.5625, 'rewards/reward_technical_quality_fn/std': 0.6010000348091126, 'reward': 4.708531761169434, 'reward_std': 0.7287378907203674, 'frac_reward_zero_std': 0.0, 'entropy': 0.4992732062935829, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 17.13529140006285, 'epoch': 0.26}
{'loss': -0.0016, 'grad_norm': 1.609375, 'learning_rate': 5.2e-06, 'num_tokens': 965041.0, 'completions/mean_length': 29.175, 'completions/min_length': 26.2, 'completions/max_length': 32.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 29.175, 'completions/min_terminated_length': 26.2, 'completions/max_terminated_length': 32.6, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.9165290236473084, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.47748624384403227, 'rewards/reward_technical_quality_fn/mean': 2.75, 'rewards/reward_technical_quality_fn/std': 0.37370702624320984, 'reward': 4.666529178619385, 'reward_std': 0.6496457695960999, 'frac_reward_zero_std': 0.0, 'entropy': 0.6131909996271133, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 15.766645900066942, 'epoch': 0.27}
{'loss': 0.0248, 'grad_norm': 1.90625, 'learning_rate': 4.9142857142857145e-06, 'num_tokens': 983634.0, 'completions/mean_length': 30.325, 'completions/min_length': 24.8, 'completions/max_length': 36.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.325, 'completions/min_terminated_length': 24.8, 'completions/max_terminated_length': 36.2, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 1.0971105694770813, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.5325816452503205, 'rewards/reward_technical_quality_fn/mean': 2.825, 'rewards/reward_technical_quality_fn/std': 0.2886738657951355, 'reward': 4.922110557556152, 'reward_std': 0.5746419370174408, 'frac_reward_zero_std': 0.0, 'entropy': 0.5610359497368336, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.53245371999219, 'epoch': 0.27}
{'loss': -0.0, 'grad_norm': 1.421875, 'learning_rate': 4.628571428571429e-06, 'num_tokens': 1002013.0, 'completions/mean_length': 28.875, 'completions/min_length': 25.6, 'completions/max_length': 35.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 28.875, 'completions/min_terminated_length': 25.6, 'completions/max_terminated_length': 35.2, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.9096117496490479, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.4758401602506638, 'rewards/reward_technical_quality_fn/mean': 2.675, 'rewards/reward_technical_quality_fn/std': 0.417434024810791, 'reward': 4.584611797332764, 'reward_std': 0.5831360757350922, 'frac_reward_zero_std': 0.1, 'entropy': 0.6104089051485062, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.282708639954215, 'epoch': 0.28}
{'loss': 0.0244, 'grad_norm': 1.8046875, 'learning_rate': 4.342857142857143e-06, 'num_tokens': 1020681.0, 'completions/mean_length': 29.9, 'completions/min_length': 25.0, 'completions/max_length': 36.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 29.9, 'completions/min_terminated_length': 25.0, 'completions/max_terminated_length': 36.6, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.7939630389213562, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.5357437491416931, 'rewards/reward_technical_quality_fn/mean': 2.5, 'rewards/reward_technical_quality_fn/std': 0.6523962378501892, 'reward': 4.2939629554748535, 'reward_std': 0.8364888191223144, 'frac_reward_zero_std': 0.1, 'entropy': 0.59471395611763, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.594675480085424, 'epoch': 0.28}
{'loss': -0.0144, 'grad_norm': 1.671875, 'learning_rate': 4.057142857142858e-06, 'num_tokens': 1039409.0, 'completions/mean_length': 28.9, 'completions/min_length': 24.8, 'completions/max_length': 34.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 28.9, 'completions/min_terminated_length': 24.8, 'completions/max_terminated_length': 34.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.8733201503753663, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.4386401385068893, 'rewards/reward_technical_quality_fn/mean': 2.725, 'rewards/reward_technical_quality_fn/std': 0.47893455624580383, 'reward': 4.59832010269165, 'reward_std': 0.781038910150528, 'frac_reward_zero_std': 0.0, 'entropy': 0.5758949004113674, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.36546972000506, 'epoch': 0.29}
{'loss': -0.0099, 'grad_norm': 2.328125, 'learning_rate': 3.771428571428572e-06, 'num_tokens': 1057692.0, 'completions/mean_length': 29.275, 'completions/min_length': 24.0, 'completions/max_length': 35.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 29.275, 'completions/min_terminated_length': 24.0, 'completions/max_terminated_length': 35.2, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.977945864200592, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.4697040617465973, 'rewards/reward_technical_quality_fn/mean': 2.75, 'rewards/reward_technical_quality_fn/std': 0.34844104051589964, 'reward': 4.7279458999633786, 'reward_std': 0.7181395947933197, 'frac_reward_zero_std': 0.0, 'entropy': 0.5195282984524965, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.15854100000579, 'epoch': 0.29}
{'loss': -0.0101, 'grad_norm': 2.296875, 'learning_rate': 3.4857142857142863e-06, 'num_tokens': 1076267.0, 'completions/mean_length': 30.975, 'completions/min_length': 26.6, 'completions/max_length': 36.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.975, 'completions/min_terminated_length': 26.6, 'completions/max_terminated_length': 36.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 1.0426058173179626, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.3306341260671616, 'rewards/reward_technical_quality_fn/mean': 2.875, 'rewards/reward_technical_quality_fn/std': 0.19609185457229614, 'reward': 4.917605781555176, 'reward_std': 0.3439599722623825, 'frac_reward_zero_std': 0.0, 'entropy': 0.5194633360952139, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.738643219997176, 'epoch': 0.3}
{'loss': 0.0084, 'grad_norm': 2.046875, 'learning_rate': 3.2000000000000003e-06, 'num_tokens': 1094634.0, 'completions/mean_length': 30.575, 'completions/min_length': 26.6, 'completions/max_length': 35.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.575, 'completions/min_terminated_length': 26.6, 'completions/max_terminated_length': 35.6, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.9416577726602554, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.5838522911071777, 'rewards/reward_technical_quality_fn/mean': 2.7, 'rewards/reward_technical_quality_fn/std': 0.5445485651493073, 'reward': 4.641657924652099, 'reward_std': 0.9316758155822754, 'frac_reward_zero_std': 0.0, 'entropy': 0.5500718399882316, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.385683039901778, 'epoch': 0.3}
{'loss': -0.0465, 'grad_norm': 1.5703125, 'learning_rate': 2.9142857142857146e-06, 'num_tokens': 1112882.0, 'completions/mean_length': 29.1, 'completions/min_length': 23.4, 'completions/max_length': 35.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 29.1, 'completions/min_terminated_length': 23.4, 'completions/max_terminated_length': 35.2, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 1.056757915019989, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.38713307976722716, 'rewards/reward_technical_quality_fn/mean': 2.7375, 'rewards/reward_technical_quality_fn/std': 0.4729288876056671, 'reward': 4.7942578315734865, 'reward_std': 0.6498640239238739, 'frac_reward_zero_std': 0.1, 'entropy': 0.5582341633737087, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.20337050005328, 'epoch': 0.31}
{'loss': 0.0173, 'grad_norm': 1.296875, 'learning_rate': 2.6285714285714286e-06, 'num_tokens': 1131262.0, 'completions/mean_length': 28.7, 'completions/min_length': 24.0, 'completions/max_length': 35.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 28.7, 'completions/min_terminated_length': 24.0, 'completions/max_terminated_length': 35.2, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.7804859161376954, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.48057164549827575, 'rewards/reward_technical_quality_fn/mean': 2.6, 'rewards/reward_technical_quality_fn/std': 0.7444715917110443, 'reward': 4.3804858207702635, 'reward_std': 0.8714378237724304, 'frac_reward_zero_std': 0.1, 'entropy': 0.5627982441335917, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.275833220011556, 'epoch': 0.31}
{'loss': -0.0174, 'grad_norm': 1.90625, 'learning_rate': 2.342857142857143e-06, 'num_tokens': 1149673.0, 'completions/mean_length': 30.975, 'completions/min_length': 26.2, 'completions/max_length': 38.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.975, 'completions/min_terminated_length': 26.2, 'completions/max_terminated_length': 38.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.9039274334907532, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.4576254069805145, 'rewards/reward_technical_quality_fn/mean': 2.7375, 'rewards/reward_technical_quality_fn/std': 0.3350566864013672, 'reward': 4.641427516937256, 'reward_std': 0.5805260896682739, 'frac_reward_zero_std': 0.0, 'entropy': 0.5227731825783849, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.92513062004, 'epoch': 0.32}
{'loss': 0.0135, 'grad_norm': 1.765625, 'learning_rate': 2.0571428571428573e-06, 'num_tokens': 1168142.0, 'completions/mean_length': 29.125, 'completions/min_length': 25.0, 'completions/max_length': 33.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 29.125, 'completions/min_terminated_length': 25.0, 'completions/max_terminated_length': 33.6, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.855238139629364, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.5887060016393661, 'rewards/reward_technical_quality_fn/mean': 2.875, 'rewards/reward_technical_quality_fn/std': 0.19609185457229614, 'reward': 4.730238246917724, 'reward_std': 0.6526147097349166, 'frac_reward_zero_std': 0.1, 'entropy': 0.524801492318511, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 15.921054419921711, 'epoch': 0.32}
{'loss': 0.0102, 'grad_norm': 1.875, 'learning_rate': 1.7714285714285714e-06, 'num_tokens': 1186165.0, 'completions/mean_length': 29.275, 'completions/min_length': 25.0, 'completions/max_length': 34.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 29.275, 'completions/min_terminated_length': 25.0, 'completions/max_terminated_length': 34.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.986644959449768, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.47641358971595765, 'rewards/reward_technical_quality_fn/mean': 2.5625, 'rewards/reward_technical_quality_fn/std': 0.6249386489391326, 'reward': 4.549144840240478, 'reward_std': 0.8549945533275605, 'frac_reward_zero_std': 0.0, 'entropy': 0.5582252264022827, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 15.955473719886504, 'epoch': 0.33}
{'loss': -0.0021, 'grad_norm': 1.7734375, 'learning_rate': 1.4857142857142858e-06, 'num_tokens': 1204555.0, 'completions/mean_length': 30.55, 'completions/min_length': 26.8, 'completions/max_length': 34.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.55, 'completions/min_terminated_length': 26.8, 'completions/max_terminated_length': 34.2, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 1.15610728263855, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.5782914400100708, 'rewards/reward_technical_quality_fn/mean': 2.9, 'rewards/reward_technical_quality_fn/std': 0.17422052025794982, 'reward': 5.056107234954834, 'reward_std': 0.6295492887496948, 'frac_reward_zero_std': 0.0, 'entropy': 0.5482195094227791, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.43448719996959, 'epoch': 0.33}
{'loss': 0.0064, 'grad_norm': 1.4921875, 'learning_rate': 1.2000000000000002e-06, 'num_tokens': 1222898.0, 'completions/mean_length': 30.975, 'completions/min_length': 26.8, 'completions/max_length': 34.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.975, 'completions/min_terminated_length': 26.8, 'completions/max_terminated_length': 34.6, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 1.1781601071357728, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.41409662663936614, 'rewards/reward_technical_quality_fn/mean': 2.875, 'rewards/reward_technical_quality_fn/std': 0.30471404194831847, 'reward': 5.053159999847412, 'reward_std': 0.3920596420764923, 'frac_reward_zero_std': 0.1, 'entropy': 0.5184218175709248, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.120403800043277, 'epoch': 0.34}
{'loss': -0.0059, 'grad_norm': 1.8125, 'learning_rate': 9.142857142857144e-07, 'num_tokens': 1241527.0, 'completions/mean_length': 30.125, 'completions/min_length': 25.4, 'completions/max_length': 35.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.125, 'completions/min_terminated_length': 25.4, 'completions/max_terminated_length': 35.2, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.9591210722923279, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.6198939800262451, 'rewards/reward_technical_quality_fn/mean': 2.875, 'rewards/reward_technical_quality_fn/std': 0.24493119716644288, 'reward': 4.834121131896973, 'reward_std': 0.6646912097930908, 'frac_reward_zero_std': 0.0, 'entropy': 0.5416917726397514, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.52964914003387, 'epoch': 0.34}
{'loss': -0.0211, 'grad_norm': 1.6953125, 'learning_rate': 6.285714285714287e-07, 'num_tokens': 1260232.0, 'completions/mean_length': 30.525, 'completions/min_length': 25.4, 'completions/max_length': 36.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.525, 'completions/min_terminated_length': 25.4, 'completions/max_terminated_length': 36.6, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 1.0191750049591064, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.5515480399131775, 'rewards/reward_technical_quality_fn/mean': 2.7625, 'rewards/reward_technical_quality_fn/std': 0.45628670454025266, 'reward': 4.78167495727539, 'reward_std': 0.7519948482513428, 'frac_reward_zero_std': 0.0, 'entropy': 0.5158935949206352, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 19.014530379953793, 'epoch': 0.35}
{'loss': 0.0084, 'grad_norm': 1.5078125, 'learning_rate': 3.428571428571429e-07, 'num_tokens': 1278818.0, 'completions/mean_length': 30.55, 'completions/min_length': 26.4, 'completions/max_length': 36.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.55, 'completions/min_terminated_length': 26.4, 'completions/max_terminated_length': 36.2, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.9611950635910034, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.6425382435321808, 'rewards/reward_technical_quality_fn/mean': 2.8, 'rewards/reward_technical_quality_fn/std': 0.23400336503982544, 'reward': 4.761195087432862, 'reward_std': 0.6489334821701049, 'frac_reward_zero_std': 0.0, 'entropy': 0.5151747323572635, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.583465879946015, 'epoch': 0.35}
{'loss': 0.0411, 'grad_norm': 1.6328125, 'learning_rate': 5.714285714285715e-08, 'num_tokens': 1297285.0, 'completions/mean_length': 30.575, 'completions/min_length': 26.0, 'completions/max_length': 36.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.575, 'completions/min_terminated_length': 26.0, 'completions/max_terminated_length': 36.2, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.9158993348479271, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.65554119348526, 'rewards/reward_technical_quality_fn/mean': 2.9, 'rewards/reward_technical_quality_fn/std': 0.17422052025794982, 'reward': 4.81589937210083, 'reward_std': 0.7406531572341919, 'frac_reward_zero_std': 0.0, 'entropy': 0.5548833824694157, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.566985099972225, 'epoch': 0.36}
{'train_runtime': 6015.027, 'train_samples_per_second': 0.466, 'train_steps_per_second': 0.058, 'train_loss': -0.00209445201924869, 'epoch': 0.36}
