Step: 1 - {'loss': 0.0332, 'grad_norm': 1.030318021774292, 'learning_rate': 5e-05, 'num_tokens': 2108.0, 'completions/mean_length': 79.0, 'completions/min_length': 74.0, 'completions/max_length': 84.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 79.0, 'completions/min_terminated_length': 74.0, 'completions/max_terminated_length': 84.0, 'rewards/reward_strict_format_fn/mean': 3.75, 'rewards/reward_strict_format_fn/std': 1.5, 'rewards/reward_accuracy_strict_fn/mean': 7.5, 'rewards/reward_accuracy_strict_fn/std': 9.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 2.5501444339752197, 'rewards/reward_semantic_fn/std': 1.6113839149475098, 'reward': 13.80014419555664, 'reward_std': 8.191094398498535, 'frac_reward_zero_std': 0.0, 'kl': 0.0, 'entropy': 1.8241576850414276, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 5.634359300049255, 'epoch': 0.0005733944954128441}
Step: 170 - {'loss': 0.0905, 'grad_norm': 0.6196039319038391, 'learning_rate': 2.5857142857142856e-05, 'num_tokens': 402569.0, 'completions/mean_length': 150.25, 'completions/min_length': 85.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 117.0, 'completions/min_terminated_length': 85.0, 'completions/max_terminated_length': 181.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 6.5, 'rewards/reward_accuracy_strict_fn/std': 6.350852966308594, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.4416165351867676, 'rewards/reward_semantic_fn/std': 0.19342267513275146, 'reward': 14.44161605834961, 'reward_std': 6.452139854431152, 'frac_reward_zero_std': 0.0, 'kl': 0.014398546773009002, 'entropy': 1.8253032863140106, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.993190899986075, 'epoch': 0.09747706422018348}
Step: 171 - {'loss': 0.3157, 'grad_norm': 0.469777911901474, 'learning_rate': 2.5714285714285714e-05, 'num_tokens': 405062.0, 'completions/mean_length': 151.25, 'completions/min_length': 76.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 118.33333587646484, 'completions/min_terminated_length': 76.0, 'completions/max_terminated_length': 167.0, 'rewards/reward_strict_format_fn/mean': 3.75, 'rewards/reward_strict_format_fn/std': 1.5, 'rewards/reward_accuracy_strict_fn/mean': 3.75, 'rewards/reward_accuracy_strict_fn/std': 5.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.0183236598968506, 'rewards/reward_semantic_fn/std': 0.6909379959106445, 'reward': 10.51832389831543, 'reward_std': 6.636741638183594, 'frac_reward_zero_std': 0.0, 'kl': 0.011415938846766949, 'entropy': 3.1503401696681976, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.783723399974406, 'epoch': 0.09805045871559633}
Step: 172 - {'loss': 0.1749, 'grad_norm': 0.9902153611183167, 'learning_rate': 2.5571428571428572e-05, 'num_tokens': 407303.0, 'completions/mean_length': 113.25, 'completions/min_length': 88.0, 'completions/max_length': 152.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 113.25, 'completions/min_terminated_length': 88.0, 'completions/max_terminated_length': 152.0, 'rewards/reward_strict_format_fn/mean': 0.0, 'rewards/reward_strict_format_fn/std': 9.0, 'rewards/reward_accuracy_strict_fn/mean': -0.25, 'rewards/reward_accuracy_strict_fn/std': 2.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.2770912647247314, 'rewards/reward_semantic_fn/std': 1.3258572816848755, 'reward': 3.0270910263061523, 'reward_std': 12.791232109069824, 'frac_reward_zero_std': 0.0, 'kl': 0.013602020218968391, 'entropy': 1.7462435364723206, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 7.873282299959101, 'epoch': 0.09862385321100918}
Step: 173 - {'loss': 0.1717, 'grad_norm': 0.599209725856781, 'learning_rate': 2.542857142857143e-05, 'num_tokens': 409644.0, 'completions/mean_length': 140.25, 'completions/min_length': 93.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 103.66667175292969, 'completions/min_terminated_length': 93.0, 'completions/max_terminated_length': 121.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 3.75, 'rewards/reward_accuracy_strict_fn/std': 5.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.7831335067749023, 'rewards/reward_semantic_fn/std': 0.2520516514778137, 'reward': 12.033133506774902, 'reward_std': 5.496505260467529, 'frac_reward_zero_std': 0.0, 'kl': 0.01236506353598088, 'entropy': 2.2883188128471375, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.738953899999615, 'epoch': 0.09919724770642202}
Step: 174 - {'loss': -0.0848, 'grad_norm': 0.5307552218437195, 'learning_rate': 2.5285714285714285e-05, 'num_tokens': 412069.0, 'completions/mean_length': 136.25, 'completions/min_length': 65.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 98.33333587646484, 'completions/min_terminated_length': 65.0, 'completions/max_terminated_length': 139.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 9.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.548374891281128, 'rewards/reward_semantic_fn/std': 0.03863105922937393, 'reward': 17.04837417602539, 'reward_std': 0.03863118588924408, 'frac_reward_zero_std': 0.0, 'kl': 0.007083179196342826, 'entropy': 1.7462025582790375, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.879363000014564, 'epoch': 0.09977064220183486}
Step: 175 - {'loss': -0.0422, 'grad_norm': 0.4858109951019287, 'learning_rate': 2.5142857142857147e-05, 'num_tokens': 414493.0, 'completions/mean_length': 167.0, 'completions/min_length': 104.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 139.33334350585938, 'completions/min_terminated_length': 104.0, 'completions/max_terminated_length': 186.0, 'rewards/reward_strict_format_fn/mean': 2.25, 'rewards/reward_strict_format_fn/std': 4.5, 'rewards/reward_accuracy_strict_fn/mean': 3.75, 'rewards/reward_accuracy_strict_fn/std': 5.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.2413880825042725, 'rewards/reward_semantic_fn/std': 0.8417083024978638, 'reward': 9.241388320922852, 'reward_std': 8.768049240112305, 'frac_reward_zero_std': 0.0, 'kl': 0.007922036806121469, 'entropy': 1.671595960855484, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.844554899987997, 'epoch': 0.1003440366972477}
Step: 176 - {'loss': -0.0915, 'grad_norm': 0.6201396584510803, 'learning_rate': 2.5e-05, 'num_tokens': 416780.0, 'completions/mean_length': 134.75, 'completions/min_length': 83.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 96.33333587646484, 'completions/min_terminated_length': 83.0, 'completions/max_terminated_length': 109.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 7.5, 'rewards/reward_accuracy_strict_fn/std': 9.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.2688558101654053, 'rewards/reward_semantic_fn/std': 0.19159185886383057, 'reward': 15.268856048583984, 'reward_std': 9.179486274719238, 'frac_reward_zero_std': 0.0, 'kl': 0.013032866176217794, 'entropy': 2.5362627506256104, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.745917299966095, 'epoch': 0.10091743119266056}
Step: 177 - {'loss': 0.2432, 'grad_norm': 0.6358879804611206, 'learning_rate': 2.485714285714286e-05, 'num_tokens': 419006.0, 'completions/mean_length': 109.5, 'completions/min_length': 72.0, 'completions/max_length': 186.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 109.5, 'completions/min_terminated_length': 72.0, 'completions/max_terminated_length': 186.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 9.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.7666258811950684, 'rewards/reward_semantic_fn/std': 0.14783404767513275, 'reward': 17.266624450683594, 'reward_std': 0.14783397316932678, 'frac_reward_zero_std': 0.0, 'kl': 0.010693651274777949, 'entropy': 1.4315486550331116, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 9.040462699980708, 'epoch': 0.1014908256880734}
Step: 178 - {'loss': -0.0399, 'grad_norm': 0.7791292667388916, 'learning_rate': 2.4714285714285714e-05, 'num_tokens': 421347.0, 'completions/mean_length': 114.25, 'completions/min_length': 66.0, 'completions/max_length': 153.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 114.25, 'completions/min_terminated_length': 66.0, 'completions/max_terminated_length': 153.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 6.5, 'rewards/reward_accuracy_strict_fn/std': 6.350852966308594, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.586561679840088, 'rewards/reward_semantic_fn/std': 0.14510786533355713, 'reward': 14.58656120300293, 'reward_std': 6.300524711608887, 'frac_reward_zero_std': 0.0, 'kl': 0.009125642769504339, 'entropy': 1.651033192873001, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 7.788058000034653, 'epoch': 0.10206422018348624}
Step: 179 - {'loss': -0.1329, 'grad_norm': 0.5443103313446045, 'learning_rate': 2.4571428571428572e-05, 'num_tokens': 423599.0, 'completions/mean_length': 128.0, 'completions/min_length': 81.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 87.33333587646484, 'completions/min_terminated_length': 81.0, 'completions/max_terminated_length': 91.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': -0.75, 'rewards/reward_accuracy_strict_fn/std': 3.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.723876714706421, 'rewards/reward_semantic_fn/std': 0.26332759857177734, 'reward': 7.473876953125, 'reward_std': 3.4924824237823486, 'frac_reward_zero_std': 0.0, 'kl': 0.013533626217395067, 'entropy': 1.831360012292862, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.809994800045388, 'epoch': 0.10263761467889908}
Step: 180 - {'loss': 0.0564, 'grad_norm': 0.8499181270599365, 'learning_rate': 2.442857142857143e-05, 'num_tokens': 425782.0, 'completions/mean_length': 107.75, 'completions/min_length': 85.0, 'completions/max_length': 135.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 107.75, 'completions/min_terminated_length': 85.0, 'completions/max_terminated_length': 135.0, 'rewards/reward_strict_format_fn/mean': 3.75, 'rewards/reward_strict_format_fn/std': 1.5, 'rewards/reward_accuracy_strict_fn/mean': -0.25, 'rewards/reward_accuracy_strict_fn/std': 2.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.7890632152557373, 'rewards/reward_semantic_fn/std': 0.21468447148799896, 'reward': 7.289063453674316, 'reward_std': 3.913585901260376, 'frac_reward_zero_std': 0.0, 'kl': 0.008004810777492821, 'entropy': 1.887881875038147, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 6.9256343000161, 'epoch': 0.10321100917431193}
Step: 181 - {'loss': -0.0909, 'grad_norm': 0.6267310380935669, 'learning_rate': 2.4285714285714288e-05, 'num_tokens': 428015.0, 'completions/mean_length': 104.25, 'completions/min_length': 85.0, 'completions/max_length': 124.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 104.25, 'completions/min_terminated_length': 85.0, 'completions/max_terminated_length': 124.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 9.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.6760263442993164, 'rewards/reward_semantic_fn/std': 0.10128480195999146, 'reward': 17.176025390625, 'reward_std': 0.10128498822450638, 'frac_reward_zero_std': 0.0, 'kl': 0.006870271870866418, 'entropy': 1.645131915807724, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 6.535932600003434, 'epoch': 0.10378440366972477}
Step: 182 - {'loss': 0.3783, 'grad_norm': 0.7958146333694458, 'learning_rate': 2.4142857142857146e-05, 'num_tokens': 430425.0, 'completions/mean_length': 142.5, 'completions/min_length': 93.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 106.66667175292969, 'completions/min_terminated_length': 93.0, 'completions/max_terminated_length': 122.0, 'rewards/reward_strict_format_fn/mean': 3.75, 'rewards/reward_strict_format_fn/std': 1.5, 'rewards/reward_accuracy_strict_fn/mean': -2.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.6397533416748047, 'rewards/reward_semantic_fn/std': 0.03580115735530853, 'reward': 5.389753341674805, 'reward_std': 1.5102280378341675, 'frac_reward_zero_std': 0.0, 'kl': 0.0053589059971272945, 'entropy': 2.09653303027153, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.929324700002326, 'epoch': 0.10435779816513761}
Step: 183 - {'loss': -0.0098, 'grad_norm': 0.5745832324028015, 'learning_rate': 2.4e-05, 'num_tokens': 432895.0, 'completions/mean_length': 171.5, 'completions/min_length': 92.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.5, 'completions/mean_terminated_length': 93.0, 'completions/min_terminated_length': 92.0, 'completions/max_terminated_length': 94.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 6.5, 'rewards/reward_accuracy_strict_fn/std': 6.350852966308594, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.977548599243164, 'rewards/reward_semantic_fn/std': 0.2500029504299164, 'reward': 14.977548599243164, 'reward_std': 6.435815334320068, 'frac_reward_zero_std': 0.0, 'kl': 0.005751291639171541, 'entropy': 2.8017038106918335, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.058499000006123, 'epoch': 0.10493119266055045}
Step: 184 - {'loss': 0.2351, 'grad_norm': 0.880907416343689, 'learning_rate': 2.385714285714286e-05, 'num_tokens': 435227.0, 'completions/mean_length': 133.0, 'completions/min_length': 89.0, 'completions/max_length': 192.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 133.0, 'completions/min_terminated_length': 89.0, 'completions/max_terminated_length': 192.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 9.25, 'rewards/reward_accuracy_strict_fn/std': 5.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.804093837738037, 'rewards/reward_semantic_fn/std': 0.5781790018081665, 'reward': 17.554092407226562, 'reward_std': 5.53999137878418, 'frac_reward_zero_std': 0.0, 'kl': 0.007455004844814539, 'entropy': 2.0165082216262817, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 9.466039299994009, 'epoch': 0.10550458715596331}
Step: 185 - {'loss': 0.3261, 'grad_norm': 0.6425826549530029, 'learning_rate': 2.3714285714285717e-05, 'num_tokens': 437479.0, 'completions/mean_length': 119.0, 'completions/min_length': 51.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 75.33333587646484, 'completions/min_terminated_length': 51.0, 'completions/max_terminated_length': 98.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 1.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.6166160106658936, 'rewards/reward_semantic_fn/std': 0.23592883348464966, 'reward': 9.116615295410156, 'reward_std': 0.23592939972877502, 'frac_reward_zero_std': 0.0, 'kl': 0.006714954855851829, 'entropy': 1.657201737165451, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.869440399983432, 'epoch': 0.10607798165137615}
Step: 186 - {'loss': 0.1989, 'grad_norm': 0.6703901290893555, 'learning_rate': 2.357142857142857e-05, 'num_tokens': 439697.0, 'completions/mean_length': 106.5, 'completions/min_length': 75.0, 'completions/max_length': 152.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 106.5, 'completions/min_terminated_length': 75.0, 'completions/max_terminated_length': 152.0, 'rewards/reward_strict_format_fn/mean': 1.5, 'rewards/reward_strict_format_fn/std': 3.464101552963257, 'rewards/reward_accuracy_strict_fn/mean': 3.75, 'rewards/reward_accuracy_strict_fn/std': 5.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 2.371951103210449, 'rewards/reward_semantic_fn/std': 2.2847445011138916, 'reward': 7.621951103210449, 'reward_std': 9.002852439880371, 'frac_reward_zero_std': 0.0, 'kl': 0.006483489414677024, 'entropy': 1.4272347390651703, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 7.635018799977843, 'epoch': 0.10665137614678899}
Step: 187 - {'loss': 0.3232, 'grad_norm': 0.780346155166626, 'learning_rate': 2.342857142857143e-05, 'num_tokens': 442032.0, 'completions/mean_length': 142.75, 'completions/min_length': 101.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 107.0, 'completions/min_terminated_length': 101.0, 'completions/max_terminated_length': 117.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 9.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.5458457469940186, 'rewards/reward_semantic_fn/std': 0.24355106055736542, 'reward': 17.04584503173828, 'reward_std': 0.24355144798755646, 'frac_reward_zero_std': 0.0, 'kl': 0.005920535302720964, 'entropy': 2.4430023431777954, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.820906499953708, 'epoch': 0.10722477064220183}
Step: 188 - {'loss': 0.2021, 'grad_norm': 0.6607481837272644, 'learning_rate': 2.3285714285714287e-05, 'num_tokens': 444586.0, 'completions/mean_length': 179.5, 'completions/min_length': 55.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.5, 'completions/mean_terminated_length': 109.0, 'completions/min_terminated_length': 55.0, 'completions/max_terminated_length': 163.0, 'rewards/reward_strict_format_fn/mean': 0.0, 'rewards/reward_strict_format_fn/std': 5.74456262588501, 'rewards/reward_accuracy_strict_fn/mean': 3.75, 'rewards/reward_accuracy_strict_fn/std': 5.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 2.1188197135925293, 'rewards/reward_semantic_fn/std': 2.2680811882019043, 'reward': 5.868819236755371, 'reward_std': 6.924499034881592, 'frac_reward_zero_std': 0.0, 'kl': 0.0076803265837952495, 'entropy': 3.299804836511612, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.12783959999797, 'epoch': 0.10779816513761468}
Step: 189 - {'loss': -0.2605, 'grad_norm': 0.5544599890708923, 'learning_rate': 2.3142857142857145e-05, 'num_tokens': 446903.0, 'completions/mean_length': 133.25, 'completions/min_length': 67.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 94.33333587646484, 'completions/min_terminated_length': 67.0, 'completions/max_terminated_length': 126.0, 'rewards/reward_strict_format_fn/mean': 3.75, 'rewards/reward_strict_format_fn/std': 1.5, 'rewards/reward_accuracy_strict_fn/mean': -0.25, 'rewards/reward_accuracy_strict_fn/std': 2.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.7342796325683594, 'rewards/reward_semantic_fn/std': 0.3013043999671936, 'reward': 7.234279632568359, 'reward_std': 3.932929515838623, 'frac_reward_zero_std': 0.0, 'kl': 0.022953033330850303, 'entropy': 1.6313017904758453, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.85812829999486, 'epoch': 0.10837155963302753}
Step: 190 - {'loss': -0.1021, 'grad_norm': 0.5729173421859741, 'learning_rate': 2.3000000000000003e-05, 'num_tokens': 449207.0, 'completions/mean_length': 127.0, 'completions/min_length': 68.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 86.0, 'completions/min_terminated_length': 68.0, 'completions/max_terminated_length': 98.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 9.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 2.4037744998931885, 'rewards/reward_semantic_fn/std': 1.4315948486328125, 'reward': 15.90377426147461, 'reward_std': 1.4315942525863647, 'frac_reward_zero_std': 0.0, 'kl': 0.015314048621803522, 'entropy': 1.593615710735321, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.782017700053984, 'epoch': 0.10894495412844037}
Step: 191 - {'loss': -0.0665, 'grad_norm': 0.8109866380691528, 'learning_rate': 2.2857142857142858e-05, 'num_tokens': 451458.0, 'completions/mean_length': 95.75, 'completions/min_length': 83.0, 'completions/max_length': 112.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 95.75, 'completions/min_terminated_length': 83.0, 'completions/max_terminated_length': 112.0, 'rewards/reward_strict_format_fn/mean': 3.0, 'rewards/reward_strict_format_fn/std': 3.0, 'rewards/reward_accuracy_strict_fn/mean': 1.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 2.5445632934570312, 'rewards/reward_semantic_fn/std': 2.363530397415161, 'reward': 6.544563293457031, 'reward_std': 5.36325740814209, 'frac_reward_zero_std': 0.0, 'kl': 0.007545461179688573, 'entropy': 1.8880963027477264, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 6.071587300015381, 'epoch': 0.1095183486238532}
