Caricamento Reward Model (Judge)...
--- Inizio GRPO Training (Final Version) ---
⚠️  LITE MODE: Riduzione dataset a 400 esempi...
Caricamento Modello SFT da sft_xml_output...
🚀 Avvio Training GRPO...
{'loss': 0.0374, 'grad_norm': 1.2265625, 'learning_rate': 1.9733333333333332e-06, 'num_tokens': 13630.0, 'completions/mean_length': 39.75, 'completions/min_length': 30.4, 'completions/max_length': 50.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 39.75, 'completions/min_terminated_length': 30.4, 'completions/max_terminated_length': 50.0, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 4.649799346923828, 'rewards/safety_judge_reward/std': 3.3924439907073975, 'rewards/brevity_reward/mean': 0.4362500011920929, 'rewards/brevity_reward/std': 0.12427972555160523, 'reward': 6.586049365997314, 'reward_std': 3.4718069076538085, 'frac_reward_zero_std': 0.0, 'entropy': 0.41445105262100695, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.807876279950142, 'epoch': 0.03}
{'loss': -0.0231, 'grad_norm': 1.515625, 'learning_rate': 2.4e-07, 'num_tokens': 741599.0, 'completions/mean_length': 38.375, 'completions/min_length': 32.0, 'completions/max_length': 52.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 38.375, 'completions/min_terminated_length': 32.0, 'completions/max_terminated_length': 52.6, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 4.740884399414062, 'rewards/safety_judge_reward/std': 2.7389072299003603, 'rewards/brevity_reward/mean': 0.4237500011920929, 'rewards/brevity_reward/std': 0.18666597008705138, 'reward': 6.664634418487549, 'reward_std': 2.7494181513786318, 'frac_reward_zero_std': 0.0, 'entropy': 0.37572187893092635, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.985190940089524, 'epoch': 1.32}
{'loss': 0.0068, 'grad_norm': 1.53125, 'learning_rate': 2.0666666666666666e-07, 'num_tokens': 755937.0, 'completions/mean_length': 45.75, 'completions/min_length': 35.4, 'completions/max_length': 59.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 45.75, 'completions/min_terminated_length': 35.4, 'completions/max_terminated_length': 59.0, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 2.09171142578125, 'rewards/safety_judge_reward/std': 4.665757083892823, 'rewards/brevity_reward/mean': 0.3774999976158142, 'rewards/brevity_reward/std': 0.225608167052269, 'reward': 3.9692114353179933, 'reward_std': 4.682153224945068, 'frac_reward_zero_std': 0.0, 'entropy': 0.3960936576128006, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 14.66270934008062, 'epoch': 1.35}
{'loss': 0.0281, 'grad_norm': 1.2578125, 'learning_rate': 1.7333333333333332e-07, 'num_tokens': 769920.0, 'completions/mean_length': 43.675, 'completions/min_length': 34.4, 'completions/max_length': 55.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 43.675, 'completions/min_terminated_length': 34.4, 'completions/max_terminated_length': 55.8, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 2.051641845703125, 'rewards/safety_judge_reward/std': 3.9374481201171876, 'rewards/brevity_reward/mean': 0.27749999538064, 'rewards/brevity_reward/std': 0.27660268247127534, 'reward': 3.829141855239868, 'reward_std': 4.064238548278809, 'frac_reward_zero_std': 0.0, 'entropy': 0.35140279345214365, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.927434139908291, 'epoch': 1.38}
{'loss': 0.0163, 'grad_norm': 1.6015625, 'learning_rate': 1.4e-07, 'num_tokens': 784122.0, 'completions/mean_length': 43.15, 'completions/min_length': 30.6, 'completions/max_length': 65.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 43.15, 'completions/min_terminated_length': 30.6, 'completions/max_terminated_length': 65.8, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 2.33160400390625, 'rewards/safety_judge_reward/std': 4.6746389150619505, 'rewards/brevity_reward/mean': 0.3000000029802322, 'rewards/brevity_reward/std': 0.34724619090557096, 'reward': 4.13160400390625, 'reward_std': 4.846893668174744, 'frac_reward_zero_std': 0.0, 'entropy': 0.3760881446301937, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 15.46015743999742, 'epoch': 1.4}
{'loss': 0.0149, 'grad_norm': 1.6484375, 'learning_rate': 1.0666666666666667e-07, 'num_tokens': 797984.0, 'completions/mean_length': 40.35, 'completions/min_length': 31.8, 'completions/max_length': 51.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 40.35, 'completions/min_terminated_length': 31.8, 'completions/max_terminated_length': 51.2, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 4.853594970703125, 'rewards/safety_judge_reward/std': 2.017236739397049, 'rewards/brevity_reward/mean': 0.3950000047683716, 'rewards/brevity_reward/std': 0.20671324729919432, 'reward': 6.74859504699707, 'reward_std': 2.027472549676895, 'frac_reward_zero_std': 0.0, 'entropy': 0.4179322276264429, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.165915040113031, 'epoch': 1.43}
{'loss': -0.036, 'grad_norm': 1.921875, 'learning_rate': 7.333333333333333e-08, 'num_tokens': 811698.0, 'completions/mean_length': 38.65, 'completions/min_length': 32.0, 'completions/max_length': 47.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 38.65, 'completions/min_terminated_length': 32.0, 'completions/max_terminated_length': 47.0, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 4.476348876953125, 'rewards/safety_judge_reward/std': 2.296952319145203, 'rewards/brevity_reward/mean': 0.45, 'rewards/brevity_reward/std': 0.08711026012897491, 'reward': 6.426348876953125, 'reward_std': 2.3182422518730164, 'frac_reward_zero_std': 0.0, 'entropy': 0.3717174012213945, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.304553379933349, 'epoch': 1.45}
{'loss': 0.0239, 'grad_norm': 1.2109375, 'learning_rate': 4e-08, 'num_tokens': 825821.0, 'completions/mean_length': 45.675, 'completions/min_length': 36.8, 'completions/max_length': 60.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 45.675, 'completions/min_terminated_length': 36.8, 'completions/max_terminated_length': 60.2, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 3.7535400390625, 'rewards/safety_judge_reward/std': 2.4019731998443605, 'rewards/brevity_reward/mean': 0.3487499989569187, 'rewards/brevity_reward/std': 0.1910567820072174, 'reward': 5.602289998531342, 'reward_std': 2.3878292560577394, 'frac_reward_zero_std': 0.0, 'entropy': 0.3674736902117729, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 14.429169939970597, 'epoch': 1.48}
{'loss': 0.0003, 'grad_norm': 1.3046875, 'learning_rate': 6.666666666666667e-09, 'num_tokens': 839912.0, 'completions/mean_length': 46.975, 'completions/min_length': 36.4, 'completions/max_length': 61.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 46.975, 'completions/min_terminated_length': 36.4, 'completions/max_terminated_length': 61.2, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 2.555694580078125, 'rewards/safety_judge_reward/std': 3.211931324005127, 'rewards/brevity_reward/mean': 0.2625, 'rewards/brevity_reward/std': 0.3036951720714569, 'reward': 4.318194627761841, 'reward_std': 3.322816324234009, 'frac_reward_zero_std': 0.0, 'entropy': 0.4314325001090765, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 14.91128288002219, 'epoch': 1.5}
{'train_runtime': 4245.6912, 'train_samples_per_second': 0.565, 'train_steps_per_second': 0.071, 'train_loss': 0.0019610104275246463, 'epoch': 1.5}
Salvataggio Modello Finale in grpo_final_output...
GRPO Training completato! Missione Compiuta.
